rpno,policyno,paydate,mode,type
C55913380101,23112931,2562,1,UL
C56185790101,23120377,2562,1,UL
C55918610101,23113123,2562,1,UL
C55920230101,23113182,2562,1,UL
C55937870101,23113602,2562,1,UL
C55918660101,23113125,2562,1,UL
C55931990101,23113392,2562,1,UL
C56242090101,23113397,2562,1,UL
C55938640101,23113641,2562,1,UL
C55980250101,23113902,2562,1,UL
C55977330101,23114645,2562,1,UL
C56315860101,23124626,2562,1,UL
854620006106,22988487,2562,1,ULIP
C55935110101,23113514,2562,1,UL
C55936020101,23113562,2562,1,UL
C55938630101,23113640,2562,1,UL
C55944540101,23113758,2562,1,UL
C55969020101,23114356,2562,1,UL
C56479660101,23128025,2562,1,UL
C55937150101,23113590,2562,1,UL
C55963300101,23114248,2562,1,UL
C55974150101,23114534,2562,1,UL
C55988490101,23114904,2562,1,UL
C55995370101,23115141,2562,1,UL
C56274710101,23123451,2562,1,UL
7620225957,22975144,2562,1,ULIP
261620040043,50278794,2562,1,WHL
C55969540101,23114382,2562,1,UL
C55987280101,23114857,2562,1,UL
C55993780101,23115077,2562,1,UL
C56004910101,23115203,2562,1,UL
C56029240101,23115602,2562,1,UL
C56050680101,23115960,2562,1,UL
C56105560101,23117554,2562,1,UL
C56105560201,23117554,2562,1,UL
C55984580101,23114803,2562,1,UL
C55993430101,23115058,2562,1,UL
C55995390101,23115143,2562,1,UL
C56015540101,23115294,2562,1,UL
C56024230101,23115482,2562,1,UL
C56038090101,23115713,2562,1,UL
C56072650101,23116542,2562,1,UL
C56086420101,23117013,2562,1,UL
C56152050101,23119200,2562,1,UL
C56190500101,23120054,2562,1,UL
C56252970101,23122670,2562,1,UL
C56091930101,23116837,2562,1,UL
C56029590101,23115616,2562,1,UL
C56037620101,23115706,2562,1,UL
C56063420101,23116267,2562,1,UL
C56069680101,23116450,2562,1,UL
C56078790101,23116743,2562,1,UL
C56088850101,23117085,2562,1,UL
C56158500101,23119430,2562,1,UL
C56159550101,23119463,2562,1,UL
C56223300101,23121631,2562,1,UL
C56279230101,23123585,2562,1,UL
C56051290101,23115977,2562,1,UL
C56054350101,23116023,2562,1,UL
C56070630101,23116474,2562,1,UL
C56072630101,23116541,2562,1,UL
C56074780101,23116629,2562,1,UL
C56244030101,23116925,2562,1,UL
C56095930101,23117275,2562,1,UL
C56103550101,23117510,2562,1,UL
C56132880101,23117918,2562,1,UL
C56164310101,23119603,2562,1,UL
C56178440101,23120105,2562,1,UL
C56183020101,23120269,2562,1,UL
C56198230101,23120819,2562,1,UL
C56278610101,23123561,2562,1,UL
C56349240101,23125621,2562,1,UL
C56398080101,23126683,2562,1,UL
C56415710101,23127019,2562,1,UL
7620226217,22870318,2562,1,ULIP
92620050808,22988482,2562,1,ULIP
541620031608,22996249,2562,1,UL
939620032076,23011859,2562,1,UL
C56055810101,23116055,2562,1,UL
C56064250101,23116291,2562,1,UL
C56086110101,23117004,2562,1,UL
C56113720101,23117840,2562,1,UL
C56113910101,23117852,2562,1,UL
C56137460101,23118688,2562,1,UL
C56137850101,23118716,2562,1,UL
61620084009,22988030,2562,1,ULIP
61620084014,22985687,2562,1,ULIP
571620121050,22988719,2562,1,UL
C56053900101,23116012,2562,1,UL
C56140300101,23118794,2562,1,UL
C56166910101,23119704,2562,1,UL
C56248370101,23122478,2562,1,UL
C56295150101,23124009,2562,1,UL
C56633640101,23132749,2562,1,UL
C55968880101,23114347,2562,1,ULIP
C56073050101,23116561,2562,1,UL
C56082320101,23116880,2562,1,UL
C56110240101,23117706,2562,1,UL
C56124820101,23118186,2562,1,UL
C56131370101,23118417,2562,1,UL
C56138360101,23118748,2562,1,UL
C56143130101,23118889,2562,1,UL
C56150730101,23119147,2562,1,UL
C56150790101,23119152,2562,1,UL
C56150920101,23119156,2562,1,UL
C56152180101,23119210,2562,1,UL
C56340890101,23125386,2562,1,UL
C56445430101,23127444,2562,1,UL
92620051029,22988484,2562,1,ULIP
92620051043,22988483,2562,1,ULIP
C56064770101,23116309,2562,1,UL
C56082660101,23116910,2562,1,UL
C56098000101,23117317,2562,1,UL
C56102240101,23117495,2562,1,UL
C56127170101,23118291,2562,1,UL
C56136910101,23118658,2562,1,UL
C56137930101,23118724,2562,1,UL
C56154220101,23119327,2562,1,UL
C56159950101,23119468,2562,1,UL
C56163150101,23119584,2562,1,UL
C56163620101,23119589,2562,1,UL
C56167460101,23119735,2562,1,UL
C56171850101,23119903,2562,1,UL
C56172900101,23119959,2562,1,UL
C56190510101,23120066,2562,1,UL
C56176340101,23120071,2562,1,UL
C56193860101,23120129,2562,1,UL
C56181660101,23120200,2562,1,UL
C56181960101,23120215,2562,1,UL
C56184400101,23120330,2562,1,UL
C56189370101,23120542,2562,1,UL
C56196300101,23120740,2562,1,UL
C56197930101,23120800,2562,1,UL
C56208760101,23121138,2562,1,UL
C56228340101,23121815,2562,1,UL
C56235140101,23122037,2562,1,UL
C56275660101,23123470,2562,1,UL
C56416800101,23126095,2562,1,UL
C56380020101,23126282,2562,1,UL
C56469150101,23127879,2562,1,UL
C57258900101,23151661,2562,1,UL
C56354260101,23125799,2562,1,UL
C56166880101,23119703,2562,1,UL
C56175410101,23120041,2562,1,UL
620022050,22029229,2562,1,UL
C56165280101,23119652,2562,1,UL
C56911200101,23140865,2562,1,UL
C56432750101,23127235,2562,1,UL
C56666200101,23133837,2562,1,UL
61620087478,22986215,2562,1,ULIP
541620052262,22990043,2562,1,ULIP
C56215520101,23121328,2562,1,UL
C56234690101,23122013,2562,1,UL
C56272110101,23123393,2562,1,UL
C56297990101,23124077,2562,1,UL
0000C5611931,39988291,2562,1,OL
C56265130101,23123072,2562,1,UL
945620000283,22883061,2562,1,ULIP
854620006716,22989875,2562,1,ULIP
C56246950101,23122432,2562,1,UL
C56254060101,23122722,2562,1,UL
181620025083,23003360,2562,1,UL
451620069889,23007933,2562,1,UL
C56248640101,23122488,2562,1,UL
C56249820101,23122536,2562,1,UL
C56284600101,23123809,2562,1,UL
C56146920101,23118968,2562,1,ULIP
C56254230101,23122736,2562,1,UL
C56282990101,23123724,2562,1,UL
C56302900101,23124209,2562,1,UL
92620056189,23001709,2562,1,ULIP
C56271360101,23123356,2562,1,UL
C56280860101,23123648,2562,1,UL
C56283270101,23123738,2562,1,UL
C56301980101,23124260,2562,1,UL
C56401710101,23126763,2562,1,UL
C56287040101,23123959,2562,1,UL
C56301130101,23124224,2562,1,UL
C56341490101,23125396,2562,1,UL
C56636730101,23132866,2562,1,UL
7620251689,22878127,2562,1,ULIP
541620040623,23000849,2562,1,UL
541620040624,23000887,2562,1,UL
541620040625,23000949,2562,1,UL
541620040626,23000956,2562,1,UL
C56286380101,23123911,2562,1,UL
C56389020101,23126578,2562,1,UL
C56809680101,23137865,2562,1,UL
C56301400101,23124234,2562,1,UL
C56303130101,23124298,2562,1,UL
C56308480101,23124438,2562,1,UL
C56572000101,23130722,2562,1,UL
91620046667,23005804,2562,1,UL
C56316460101,23124645,2562,1,UL
C56320240101,23124805,2562,1,UL
C56329950101,23125017,2562,1,UL
C56334380101,23125186,2562,1,UL
C56400260101,23126731,2562,1,UL
C56536560101,23129510,2562,1,UL
147620020933,23012514,2562,1,UL
678620030068,23008754,2562,1,UL
939620039677,23005844,2562,1,UL
C56306930101,23124398,2562,1,UL
C56314000101,23124546,2562,1,UL
C56335970101,23125254,2562,1,UL
C56338330101,23125313,2562,1,UL
C56404950101,23126812,2562,1,UL
C56556110101,23128404,2562,1,UL
0000C5625668,39988710,2562,1,OL
C56338770101,23125329,2562,1,UL
C56349980101,23125655,2562,1,UL
C56359970101,23125962,2562,1,UL
C56529830101,23129244,2562,1,UL
C56654790101,23133470,2562,1,UL
92620056511,23003052,2562,1,ULIP
92620056514,23003051,2562,1,ULIP
C56354530101,23125805,2562,1,UL
C56391160101,23126630,2562,1,UL
C56415600101,23127015,2562,1,UL
620023567,22995941,2562,1,ULIP
C56357640101,23125878,2562,1,UL
C56378450101,23126223,2562,1,UL
C56379330101,23126257,2562,1,UL
C56385270101,23126432,2562,1,UL
C56399690101,23126716,2562,1,UL
C56407580101,23126875,2562,1,UL
C56485160101,23128165,2562,1,UL
C56524380101,23129084,2562,1,UL
74620023363,22999962,2562,1,UL
987620254329,22939742,2562,1,UL
994620083837,22999921,2562,1,UL
C56350100101,23125658,2562,1,UL
C56397480101,23126242,2562,1,UL
C56385440101,23126442,2562,1,UL
C56419760101,23126593,2562,1,UL
C56432210101,23127225,2562,1,UL
C56479320101,23128002,2562,1,UL
C56677130101,23134279,2562,1,UL
C57018340101,23145112,2562,1,UL
7620225417,23006092,2562,1,UL
C57623040101,23160750,2562,1,UL
C57033790101,23145565,2562,1,UL
C56385700101,23126458,2562,1,UL
C56435640101,23127268,2562,1,UL
C56460640101,23127712,2562,1,UL
C56536170101,23129491,2562,1,UL
C56563570101,23130432,2562,1,UL
0000C5632146,39988936,2562,1,OL
471620055246,23015454,2562,1,UL
C56471280101,23127932,2562,1,UL
C56679330101,23134345,2562,1,UL
C56969220101,23143169,2562,1,UL
945620000298,22996593,2562,1,ULIP
939620042216,22886911,2562,1,UL
C56490850101,23128281,2562,1,UL
C56504400101,23128465,2562,1,UL
C56512390101,23128733,2562,1,UL
C56615580101,23132113,2562,1,UL
533620061651,23002452,2562,1,UL
994620083846,22998283,2562,1,UL
994620097462,23002064,2562,1,UL
C57198020101,23150325,2562,1,UL
C56459010101,23127675,2562,1,UL
C56459400101,23127682,2562,1,UL
C56467020101,23127853,2562,1,UL
C56492180101,23128304,2562,1,UL
C56501060101,23128380,2562,1,UL
C56501090101,23128383,2562,1,UL
C56503230101,23128440,2562,1,UL
C56503420101,23128443,2562,1,UL
C56556980101,23130190,2562,1,UL
C56616370101,23132126,2562,1,UL
C56697170101,23134853,2562,1,UL
C56785130101,23137273,2562,1,UL
0000C5636657,39989193,2562,1,OL
0000C5636658,39989194,2562,1,OL
C57033000101,23145535,2562,1,UL
C56516930101,23128888,2562,1,UL
C56552830101,23130008,2562,1,UL
C56554530101,23130102,2562,1,UL
C56657040101,23133605,2562,1,UL
C56540940101,23129587,2562,1,UL
451620083852,23008502,2562,1,UL
C57074120101,23147088,2562,1,UL
C57572800101,23159934,2562,1,UL
C57797300101,23163959,2562,1,UL
C56840380101,23138443,2562,1,UL
C57312920101,23153056,2562,1,UL
C56885210101,23139898,2562,1,UL
C57018560101,23145120,2562,1,UL
C56444120101,23127423,2562,1,UL
C56483610101,23127486,2562,1,UL
C56450060101,23127527,2562,1,UL
C56450250101,23127539,2562,1,UL
C56454310101,23127599,2562,1,UL
C56465200101,23127803,2562,1,UL
C56467930101,23127862,2562,1,UL
C56510090101,23128645,2562,1,UL
C56513370101,23128783,2562,1,UL
C56532600101,23129359,2562,1,UL
C56532770101,23129367,2562,1,UL
C56533540101,23129408,2562,1,UL
C56534280101,23129424,2562,1,UL
C56536130101,23129487,2562,1,UL
C56539720101,23129551,2562,1,UL
C56540610101,23129577,2562,1,UL
C56541260101,23129590,2562,1,UL
C56543840101,23129644,2562,1,UL
C56544570101,23129652,2562,1,UL
C56544790101,23129660,2562,1,UL
C56545470101,23129688,2562,1,UL
C56546120101,23129706,2562,1,UL
C56547540101,23129768,2562,1,UL
C56548140101,23129794,2562,1,UL
C56549200101,23129859,2562,1,UL
C56552610101,23129994,2562,1,UL
C56553230101,23130017,2562,1,UL
C56553260101,23130019,2562,1,UL
C56555120101,23130142,2562,1,UL
C56555830101,23130170,2562,1,UL
C56556850101,23130188,2562,1,UL
C56557850101,23130225,2562,1,UL
C56559880101,23130295,2562,1,UL
C56560990101,23130356,2562,1,UL
C56561790101,23130375,2562,1,UL
C56562400101,23130399,2562,1,UL
C56563060101,23130413,2562,1,UL
C56569010101,23130652,2562,1,UL
C56571190101,23130697,2562,1,UL
C56573290101,23130759,2562,1,UL
C56577660101,23130913,2562,1,UL
C56579270101,23130964,2562,1,UL
C56593630101,23131369,2562,1,UL
C56594520101,23131431,2562,1,UL
C56595130101,23131451,2562,1,UL
C56596620101,23131510,2562,1,UL
C56599720101,23131561,2562,1,UL
C56600410101,23131601,2562,1,UL
C56600510101,23131602,2562,1,UL
C56605310101,23131772,2562,1,UL
C56609680101,23131974,2562,1,UL
C56609720101,23131977,2562,1,UL
C56611040101,23132022,2562,1,UL
C56613450101,23132072,2562,1,UL
C56616640101,23132135,2562,1,UL
C56617720101,23132161,2562,1,UL
C56620730101,23132267,2562,1,UL
C56627870101,23132604,2562,1,UL
C56627990101,23132611,2562,1,UL
C56659240101,23132614,2562,1,UL
C56628200101,23132623,2562,1,UL
C56637750101,23132918,2562,1,UL
C56645520101,23133210,2562,1,UL
C56656770101,23133587,2562,1,UL
C56660660101,23133593,2562,1,UL
C56665340101,23133808,2562,1,UL
C56671100101,23134017,2562,1,UL
C56675340101,23134185,2562,1,UL
C56675570101,23134198,2562,1,UL
C56689400101,23134602,2562,1,UL
C56695930101,23134806,2562,1,UL
C56715090101,23135357,2562,1,UL
C56729540101,23135731,2562,1,UL
C56741520101,23136099,2562,1,UL
C56746660101,23136205,2562,1,UL
C56764570101,23136622,2562,1,UL
C56788800101,23137348,2562,1,UL
C56797510101,23137573,2562,1,UL
C56823000101,23138127,2562,1,UL
C56846910101,23138600,2562,1,UL
C56890100101,23140091,2562,1,UL
C56918840101,23141191,2562,1,UL
C56923530101,23141374,2562,1,UL
0000C5639541,39989353,2562,1,OL
939620043862,23009890,2562,1,UL
994620109459,22983953,2562,1,UL
C56493160101,23128327,2562,1,UL
C56555890101,23130172,2562,1,UL
C56561910101,23130380,2562,1,UL
192620027420,22886511,2562,1,ULIP
0000C5641940,39989458,2562,1,OL
0000C5641950,39989468,2562,1,OL
C56634510101,23132779,2562,1,UL
C56794360101,23137469,2562,1,UL
C56437760101,23127294,2562,1,ULIP
C56626130101,23132511,2562,1,UL
C56640000101,23133023,2562,1,UL
0000C5647248,39989545,2562,1,OL
142620112390,23013266,2562,1,UL
994620097461,23000654,2562,1,UL
994620097463,23002966,2562,1,UL
C56900940101,23140422,2562,1,UL
C56605810101,23131790,2562,1,UL
C56608920101,23131924,2562,1,UL
C56663580101,23133755,2562,1,UL
C56664770101,23133787,2562,1,UL
C56664890101,23133792,2562,1,UL
C56696900101,23134839,2562,1,UL
C56793360101,23137438,2562,1,UL
C56816130101,23137959,2562,1,UL
371620086804,23015260,2562,1,ULIP
371620086807,23013276,2562,1,ULIP
C56489170101,23128247,2562,1,ULIP
C56617280101,23132157,2562,1,UL
C56647990101,23133283,2562,1,UL
7620278427,23006346,2562,1,ULIP
61620102591,22871865,2562,1,ULIP
451620075966,23020294,2562,1,UL
C56636360101,23132849,2562,1,UL
C56656030101,23133531,2562,1,UL
C56657660101,23133664,2562,1,UL
C56673210101,23134098,2562,1,UL
C56679050101,23134340,2562,1,UL
C56679440101,23134346,2562,1,UL
C56687570101,23134511,2562,1,UL
C56687640101,23134516,2562,1,UL
C56730920101,23135769,2562,1,UL
C56911660101,23140888,2562,1,UL
C56619720101,23132232,2562,1,UL
C56646900101,23133245,2562,1,UL
C56662700101,23133728,2562,1,UL
C56668490101,23133934,2562,1,UL
C56696030101,23134812,2562,1,UL
C56890330101,23140113,2562,1,UL
C57054130101,23146402,2562,1,UL
C56670790101,23133997,2562,1,UL
C56676060101,23134220,2562,1,UL
C56676300101,23134231,2562,1,UL
C56677070101,23134273,2562,1,UL
C56688700101,23134559,2562,1,UL
C56690870101,23134691,2562,1,UL
C56719760101,23135548,2562,1,UL
620025503,22033581,2562,1,UL
C57893740101,23166577,2562,1,UL
C56876030101,23139572,2562,1,UL
C56657590101,23133657,2562,1,UL
C56675930101,23134218,2562,1,UL
C56677560101,23134315,2562,1,UL
C56682940101,23134417,2562,1,UL
C56683250101,23134429,2562,1,UL
C56684160101,23134454,2562,1,UL
C56822720101,23138122,2562,1,UL
C57019230101,23145142,2562,1,UL
939620047865,23013036,2562,1,UL
620025616,22999099,2562,1,UL
C56672620101,23134077,2562,1,UL
C56678920101,23134338,2562,1,UL
C56682810101,23134412,2562,1,UL
C56697150101,23134852,2562,1,UL
C56730410101,23135753,2562,1,UL
C56751320101,23136314,2562,1,UL
C56786060101,23137288,2562,1,UL
C56940340101,23142053,2562,1,UL
0000C5658783,39989972,2562,1,OL
17620073204,23011695,2562,1,UL
C56718160101,23135474,2562,1,UL
C56923220101,23141369,2562,1,UL
C56697450101,23134866,2562,1,UL
C56741820101,23134988,2562,1,UL
C56712300101,23135269,2562,1,UL
C56717330101,23135456,2562,1,UL
C56728320101,23135712,2562,1,UL
C56732940101,23135822,2562,1,UL
C56748890101,23136258,2562,1,UL
C56815760101,23137289,2562,1,UL
C56787890101,23137328,2562,1,UL
C56807870101,23137834,2562,1,UL
C57124110101,23148668,2562,1,UL
172620028051,22878287,2562,1,ULIP
74620033393,23020034,2562,1,UL
C56730330101,23135748,2562,1,UL
C56736490101,23135942,2562,1,UL
C56756600101,23136451,2562,1,UL
C56815170101,23137940,2562,1,UL
C56881590101,23139750,2562,1,UL
C57170270101,23150014,2562,1,UL
172620028091,22889104,2562,1,ULIP
939620049328,23015198,2562,1,UL
939620049329,23015579,2562,1,UL
C58136200101,23175412,2562,1,UL
C56718150101,23135473,2562,1,UL
C56757000101,23136461,2562,1,UL
C56758270101,23136530,2562,1,UL
C56759590101,23136589,2562,1,UL
C56642540101,23133143,2562,1,ULIP
0000C5664296,39990105,2562,1,OL
142620088308,23008169,2562,1,UL
C56736170101,23135927,2562,1,UL
C56757340101,23136479,2562,1,UL
C56759310101,23136566,2562,1,UL
C56777950101,23137021,2562,1,UL
92620062466,23004837,2562,1,ULIP
92620062467,23004838,2562,1,ULIP
92620062470,23004835,2562,1,ULIP
142620120128,23014842,2562,1,ULIP
451620075977,23016759,2562,1,UL
C56812610101,23137910,2562,1,UL
C56946380101,23142207,2562,1,UL
C56957980101,23142726,2562,1,UL
307620047668,23014698,2562,1,UL
C56830340101,23136359,2562,1,UL
C56840150101,23138439,2562,1,UL
C56735590101,23135901,2562,1,UL
C56766790101,23136683,2562,1,UL
C56773950101,23136910,2562,1,UL
C56775910101,23136952,2562,1,UL
C56776830101,23136986,2562,1,UL
C56786610101,23137304,2562,1,UL
C56794500101,23137476,2562,1,UL
C56825930101,23138243,2562,1,UL
C56836610101,23138368,2562,1,UL
C56852530101,23138729,2562,1,UL
C57098080101,23147904,2562,1,UL
C57151440101,23149455,2562,1,UL
92620062516,23013947,2562,1,ULIP
994620097460,23009548,2562,1,UL
571620181784,23006289,2562,1,UL
C56896210101,23140239,2562,1,UL
C57135890101,23149071,2562,1,UL
C56751950101,23136328,2562,1,UL
C56802460101,23137759,2562,1,UL
C56811610101,23137896,2562,1,UL
C56831670101,23138282,2562,1,UL
C56836100101,23138347,2562,1,UL
C56845460101,23138565,2562,1,UL
C56848740101,23138638,2562,1,UL
C56941970101,23142084,2562,1,UL
C56971170101,23143250,2562,1,UL
C57045820101,23146017,2562,1,UL
571620232778,23007786,2562,1,ULIP
136620013452,23020000,2562,1,UL
814620010917,23007855,2562,1,UL
994620108841,22896162,2562,1,UL
C56769820101,23136772,2562,1,UL
C56783410101,23137234,2562,1,UL
C56836130101,23138350,2562,1,UL
C56849630101,23138665,2562,1,UL
C56851130101,23138682,2562,1,UL
C56855740101,23138833,2562,1,UL
C57249690101,23151491,2562,1,UL
C56816110101,23137958,2562,1,UL
C56820790101,23138085,2562,1,UL
C56852520101,23138728,2562,1,UL
C56864180101,23139074,2562,1,UL
C56867970101,23139205,2562,1,UL
C56870890101,23139347,2562,1,UL
C56953950101,23142506,2562,1,UL
C56968340101,23143123,2562,1,UL
C58453700101,23185809,2562,1,UL
501620071780,23008621,2562,1,UL
723620032421,23022086,2562,1,UL
830620019318,23008718,2562,1,UL
C56865610101,23139102,2562,1,UL
C56873800101,23139491,2562,1,UL
C56992550101,23144157,2562,1,UL
945620000334,22894086,2562,1,ULIP
C57067970101,23146923,2562,1,UL
457620019126,23028658,2562,1,UL
C57074520101,23147111,2562,1,UL
C57894240101,23166591,2562,1,UL
C56960420101,23142797,2562,1,UL
C56865000101,23139093,2562,1,UL
C56882790101,23139816,2562,1,UL
C56949150101,23142310,2562,1,UL
C56963690101,23142903,2562,1,UL
C56964690101,23142952,2562,1,UL
C56985920101,23143893,2562,1,UL
C56987240101,23143957,2562,1,UL
C56987490101,23143965,2562,1,UL
C57058990101,23146520,2562,1,UL
C57094750101,23147786,2562,1,UL
945620000336,23017530,2562,1,ULIP
501620071778,23011051,2562,1,UL
571620181788,23014712,2562,1,UL
939620053079,23025805,2562,1,UL
994620097450,23008690,2562,1,UL
C57539940101,23159102,2562,1,UL
C56901010101,23140426,2562,1,UL
C57035020101,23145607,2562,1,UL
C57088550101,23147555,2562,1,UL
C56846950101,23138602,2562,1,UL
C56883670101,23139840,2562,1,UL
C56888740101,23140025,2562,1,UL
C56915890101,23141041,2562,1,UL
C56918010101,23141162,2562,1,UL
C56957300101,23142675,2562,1,UL
C57080450101,23147352,2562,1,UL
C57123730101,23148658,2562,1,UL
844620006170,22892427,2562,1,ULIP
844620006171,22892423,2562,1,ULIP
945620000337,23017585,2562,1,ULIP
181620028677,23017026,2562,1,UL
C58132710101,23175225,2562,1,UL
C57366820101,23154096,2562,1,UL
C58196890101,23177853,2562,1,UL
C56910260101,23140834,2562,1,UL
C56926350101,23141398,2562,1,UL
C56926540101,23141401,2562,1,UL
C56931570101,23141630,2562,1,UL
C56961000101,23142816,2562,1,UL
C57270260101,23151981,2562,1,UL
C56914220101,23140965,2562,1,UL
C56915620101,23141021,2562,1,UL
C56922930101,23141360,2562,1,UL
C56933450101,23141727,2562,1,UL
C56934570101,23141779,2562,1,UL
C56953770101,23142493,2562,1,UL
C56955320101,23142575,2562,1,UL
C56956100101,23142604,2562,1,UL
C56961540101,23142829,2562,1,UL
C57047920101,23146143,2562,1,UL
C57082370101,23147436,2562,1,UL
C57082580101,23147457,2562,1,UL
C57096340101,23147827,2562,1,UL
C57258200101,23151638,2562,1,UL
C57332940101,23153536,2562,1,UL
620027011,23007787,2562,1,ULIP
C57071050101,23146992,2562,1,UL
C57075850101,23147157,2562,1,UL
C57082310101,23147432,2562,1,UL
939620053985,22061234,2562,1,UL
C57847710101,23165209,2562,1,UL
C58113910101,23174325,2562,1,UL
C56941210101,23142058,2562,1,UL
C56968170101,23143115,2562,1,UL
C56978020101,23143538,2562,1,UL
C56991260101,23142840,2562,1,UL
C57008900101,23144701,2562,1,UL
