rpno,policyno,paydate,mode,type
C58192770101,23177746,2563,1,UL
C58192800101,23177748,2563,1,UL
C58194800101,23177804,2563,1,UL
C58198840101,23177915,2563,1,UL
C58215370101,23178607,2563,1,UL
131620154176,23054572,2563,1,UL
451620103370,23044659,2563,1,UL
C58654160101,23190482,2563,1,UL
0000C5802044,39996511,2563,1,OL
C58118580101,23174595,2563,1,UL
C58134140101,23175298,2563,1,UL
C58137230101,23175462,2563,1,UL
711630001950,23049563,2563,1,UL
C58155310101,23175191,2563,1,UL
C58189040101,23177565,2563,1,UL
C58732610101,23193069,2563,1,UL
C58643750101,23190216,2563,1,UL
C58771320101,23194255,2563,1,UL
142630011903,23020587,2563,1,UL
C58520240101,23187834,2563,1,UL
C58526450101,23186320,2563,1,UL
C58138430101,23175522,2563,1,UL
C58141260101,23175662,2563,1,UL
C58174720101,23176959,2563,1,UL
C58177960101,23177047,2563,1,UL
C58181720101,23177228,2563,1,UL
C58189650101,23177611,2563,1,UL
C58197020101,23177860,2563,1,UL
C58233120101,23179071,2563,1,UL
C58285160101,23180416,2563,1,UL
C58293840101,23180627,2563,1,UL
C58353410101,23182436,2563,1,UL
C58368500101,23182927,2563,1,UL
C58554360101,23188821,2563,1,UL
C58453300101,23185785,2563,1,UL
C58460190101,23186092,2563,1,UL
7630025249,23047079,2563,1,ULIP
92630005722,22794439,2563,1,ULIP
92630005723,22794429,2563,1,ULIP
C58313900101,23181170,2563,1,UL
471630000619,23057786,2563,1,UL
C58162870101,23176477,2563,1,UL
C58189560101,23177602,2563,1,UL
C58247600101,23179458,2563,1,UL
C58254630101,23179598,2563,1,UL
C58257630101,23175895,2563,1,UL
C58269840101,23179901,2563,1,UL
181620034520,23049068,2563,1,UL
C58346230101,23182228,2563,1,UL
C58455270101,23185855,2563,1,UL
C58715830101,23192552,2563,1,UL
7630025340,23032762,2563,1,ULIP
C58317350101,23181352,2563,1,UL
C58132820101,23175233,2563,1,UL
C58176540101,23177022,2563,1,UL
C58178970101,23177100,2563,1,UL
C58199050101,23177925,2563,1,UL
C58227360101,23178770,2563,1,UL
C58233890101,23179100,2563,1,UL
471620067152,23035257,2563,1,UL
C58429590101,23184951,2563,1,UL
C58431370101,23185031,2563,1,UL
C58769670101,23194204,2563,1,UL
0000C5810044,39996724,2563,1,OL
842630001988,23043069,2563,1,UL
C58525900101,23187930,2563,1,UL
C58241380101,23179283,2563,1,UL
C58250020101,23179517,2563,1,UL
C58250850101,23179529,2563,1,UL
C58430110101,23184989,2563,1,UL
C58430150101,23184993,2563,1,UL
C58447470101,23185574,2563,1,UL
C58497330101,23185951,2563,1,UL
C58453030101,23185772,2563,1,UL
92630005309,23046370,2563,1,UL
C58209820101,23178369,2563,1,UL
C58301800101,23180845,2563,1,UL
C58316980101,23181329,2563,1,UL
271630003301,23059432,2563,1,UL
451630009252,23044442,2563,1,UL
C58336820101,23178777,2563,1,UL
C58227790101,23178774,2563,1,UL
C58232730101,23179060,2563,1,UL
C58236550101,23179163,2563,1,UL
C58242280101,23179319,2563,1,UL
C58242330101,23179323,2563,1,UL
C58248410101,23179486,2563,1,UL
C58253910101,23179582,2563,1,UL
C58257890101,23179673,2563,1,UL
C58267140101,23179849,2563,1,UL
C58276750101,23180117,2563,1,UL
C58276760101,23180118,2563,1,UL
C58277490101,23180161,2563,1,UL
C58277610101,23180165,2563,1,UL
C58280670101,23180294,2563,1,UL
C58290740101,23180540,2563,1,UL
C58355400101,23182493,2563,1,UL
987620333166,23049940,2563,1,UL
987620333173,23047430,2563,1,UL
C58396530101,23183923,2563,1,UL
C58454250101,23185832,2563,1,UL
C58311580101,23181113,2563,1,UL
451630009328,23058636,2563,1,UL
101620017262,23046315,2563,1,UL
C58240960101,23179258,2563,1,UL
C58263550101,23179798,2563,1,UL
C58269720101,23179893,2563,1,UL
C58275930101,23180081,2563,1,UL
C58277270101,23180144,2563,1,UL
C58277320101,23180147,2563,1,UL
C58277850101,23180182,2563,1,UL
C58278810101,23180237,2563,1,UL
C58280800101,23180299,2563,1,UL
C58357210101,23182587,2563,1,UL
7620298272,22926712,2563,1,UL
C58411660101,23184443,2563,1,UL
C58656320101,23190576,2563,1,UL
630002772,22929643,2563,1,ULIP
0000C5816893,39996909,2563,1,OL
C58310400101,23181081,2563,1,UL
C58315930101,23181248,2563,1,UL
C58316760101,23181310,2563,1,UL
C58317040101,23181335,2563,1,UL
C58372610101,23183028,2563,1,UL
C58326820101,23181682,2563,1,UL
C58335180101,23182077,2563,1,UL
630003020,23047588,2563,1,UL
C58248050101,23179472,2563,1,UL
C58253110101,23179562,2563,1,UL
C58259730101,23179714,2563,1,UL
C58263380101,23179789,2563,1,UL
C58268800101,23179880,2563,1,UL
C58281900101,23180324,2563,1,UL
C58296560101,23180714,2563,1,UL
C58347510101,23182264,2563,1,UL
C58358250101,23182654,2563,1,UL
C58364910101,23182849,2563,1,UL
C58399730101,23183994,2563,1,UL
C58437300101,23185210,2563,1,UL
C58437340101,23185213,2563,1,UL
C58463220101,23186183,2563,1,UL
C59670260101,23219145,2563,1,UL
7630025669,23047080,2563,1,ULIP
835630000983,23041057,2563,1,ULIP
7630025706,22916986,2563,1,ULIP
0000C5819156,39996978,2563,1,OL
C58963580101,23199565,2563,1,UL
C58301570101,23180841,2563,1,UL
C58302130101,23180856,2563,1,UL
C58302230101,23180859,2563,1,UL
C58314210101,23181188,2563,1,UL
C58510060101,23187448,2563,1,UL
C58512110101,23187505,2563,1,UL
C58513740101,23187581,2563,1,UL
C58984650101,23199986,2563,1,UL
C58319560101,23181426,2563,1,UL
C58319850101,23181438,2563,1,UL
C58323210101,23181530,2563,1,UL
C58323870101,23181567,2563,1,UL
C58326280101,23181642,2563,1,UL
C58326640101,23181671,2563,1,UL
C58326880101,23181687,2563,1,UL
C58328060101,23181728,2563,1,UL
C58328230101,23181741,2563,1,UL
C58328830101,23181777,2563,1,UL
C58330600101,23181842,2563,1,UL
C58331040101,23181865,2563,1,UL
C58334700101,23182032,2563,1,UL
C58335150101,23182074,2563,1,UL
C58335340101,23182093,2563,1,UL
C58335360101,23182095,2563,1,UL
C58535150101,23188233,2563,1,UL
C58510320101,23187461,2563,1,UL
17630008662,23053571,2563,1,UL
C58520360101,23187844,2563,1,UL
C58276790101,23180121,2563,1,UL
C58548200101,23188604,2563,1,UL
C58284100101,23180388,2563,1,UL
651620053259,23049606,2563,1,UL
C58288890101,23180499,2563,1,UL
C58289310101,23180509,2563,1,UL
C58289350101,23180511,2563,1,UL
C58344350101,23182189,2563,1,UL
C58348320101,23182289,2563,1,UL
C58349170101,23182310,2563,1,UL
C58351070101,23182350,2563,1,UL
C58352440101,23182399,2563,1,UL
C58357510101,23182607,2563,1,UL
C58359430101,23182715,2563,1,UL
C58361860101,23182775,2563,1,UL
C58369160101,23182952,2563,1,UL
C58391180101,23183669,2563,1,UL
C58391480101,23183686,2563,1,UL
C58386860101,23183524,2563,1,UL
C58387450101,23183546,2563,1,UL
C58387910101,23183561,2563,1,UL
C58395190101,23183867,2563,1,UL
C58395990101,23183902,2563,1,UL
C58407110101,23184246,2563,1,UL
C58409850101,23184334,2563,1,UL
C58407510101,23184259,2563,1,UL
C58419100101,23184538,2563,1,UL
C58425960101,23184812,2563,1,UL
C58427060101,23184851,2563,1,UL
C58429010101,23184914,2563,1,UL
C58456400101,23185906,2563,1,UL
C58457610101,23185963,2563,1,UL
C58464960101,23185340,2563,1,UL
C58476770101,23186614,2563,1,UL
C58587350101,23189249,2563,1,UL
C58590170101,23189296,2563,1,UL
C58621680101,23189586,2563,1,UL
C58613740101,23189719,2563,1,UL
C58628270101,23189914,2563,1,UL
C58631100101,23189968,2563,1,UL
C58632790101,23190005,2563,1,UL
C58645830101,23190255,2563,1,UL
C58712760101,23192467,2563,1,UL
C58753190101,23193705,2563,1,UL
C58780700101,23194679,2563,1,UL
C59070610101,23203156,2563,1,UL
571630022774,22930281,2563,1,ULIP
C58315720101,23181230,2563,1,UL
C58371970101,23183009,2563,1,UL
C58335550101,23182109,2563,1,UL
987620333180,23053002,2563,1,UL
C58430580101,23185018,2563,1,UL
C58697190101,23191875,2563,1,UL
945630000045,22804856,2563,1,ULIP
461630002732,23059576,2563,1,UL
534620052124,23044783,2563,1,UL
C58324470101,23181590,2563,1,UL
C58374660101,23183103,2563,1,UL
C58287670101,23180456,2563,1,UL
C58288010101,23180474,2563,1,UL
C58295260101,23180661,2563,1,UL
C58358160101,23182645,2563,1,UL
457620023388,23046270,2563,1,UL
C58361560101,23182765,2563,1,UL
C58395480101,23183885,2563,1,UL
233630003499,23035018,2563,1,ULIP
C58336560101,23182161,2563,1,UL
C58377570101,23183219,2563,1,UL
C58365100101,23182857,2563,1,UL
C58391280101,23183674,2563,1,UL
C58393390101,23183765,2563,1,UL
C58381970101,23183351,2563,1,UL
C58399890101,23184003,2563,1,UL
C58411210101,23184399,2563,1,UL
C58415660101,23184461,2563,1,UL
C58433370101,23185074,2563,1,UL
C58455310101,23185858,2563,1,UL
0000C5827985,39997179,2563,1,OL
C58519040101,23187755,2563,1,UL
630003713,22931614,2563,1,UL
987620333182,23047455,2563,1,UL
C58563380101,23188999,2563,1,UL
C58391200101,23183671,2563,1,UL
C58393730101,23183789,2563,1,UL
C58394500101,23183827,2563,1,UL
C58399930101,23184006,2563,1,UL
C58403180101,23184102,2563,1,UL
C58411200101,23184398,2563,1,UL
C58589760101,23189286,2563,1,UL
C58513590101,23187570,2563,1,UL
307620071225,23046661,2563,1,UL
C58535720101,23188249,2563,1,UL
C58372450101,23183024,2563,1,UL
C58391000101,23183661,2563,1,UL
C58400400101,23184021,2563,1,UL
C58407290101,23184251,2563,1,UL
C58424220101,23184726,2563,1,UL
C58430370101,23185012,2563,1,UL
C58439400101,23183269,2563,1,UL
C58439450101,23182853,2563,1,UL
C58443710101,23185428,2563,1,UL
945630000051,22807690,2563,1,ULIP
121630001031,23062670,2563,1,UL
C58378380101,23183277,2563,1,UL
C58408980101,23184304,2563,1,UL
C58420070101,23184562,2563,1,UL
C58444290101,23185467,2563,1,UL
C58450650101,23185695,2563,1,UL
C58453740101,23185812,2563,1,UL
C58787050101,23194874,2563,1,UL
945630000053,22936841,2563,1,ULIP
C58439640101,23184755,2563,1,UL
451630007361,23058616,2563,1,UL
451630007376,23063725,2563,1,UL
C58417530101,23184498,2563,1,UL
C58417880101,23184509,2563,1,UL
C58425880101,23184810,2563,1,UL
C58429640101,23184953,2563,1,UL
C58430300101,23185006,2563,1,UL
C58433620101,23185087,2563,1,UL
C58433910101,23185102,2563,1,UL
C58453610101,23185801,2563,1,UL
C58474030101,23186508,2563,1,UL
C58588600101,23189267,2563,1,UL
C58758920101,23193915,2563,1,UL
C58863550101,23197205,2563,1,UL
451630017687,23055731,2563,1,UL
987620333195,23051160,2563,1,UL
C58444640101,23185494,2563,1,UL
C58452540101,23185765,2563,1,UL
C58455810101,23185885,2563,1,UL
C58456130101,23185896,2563,1,UL
C58459320101,23186060,2563,1,UL
C58459400101,23186068,2563,1,UL
C58469110101,23186321,2563,1,UL
C58477570101,23185202,2563,1,UL
C58504510101,23187280,2563,1,UL
C58506380101,23186370,2563,1,UL
987620333160,23049948,2563,1,UL
C58570230101,23189205,2563,1,UL
C58425370101,23184791,2563,1,UL
C58443530101,23185416,2563,1,UL
C58444530101,23185486,2563,1,UL
C58448670101,23185617,2563,1,UL
C58450730101,23185697,2563,1,UL
C58453750101,23185813,2563,1,UL
C58473600101,23186490,2563,1,UL
C58474480101,23186546,2563,1,UL
C58474720101,23186562,2563,1,UL
C58653740101,23190465,2563,1,UL
939630010031,23053101,2563,1,UL
C58834030101,23196434,2563,1,UL
C58499760101,23187139,2563,1,UL
453620046270,23046272,2563,1,UL
C58451650101,23185733,2563,1,UL
C58453290101,23185784,2563,1,UL
C58458750101,23186024,2563,1,UL
C58459000101,23186042,2563,1,UL
C58462030101,23186137,2563,1,UL
C58596390101,23189396,2563,1,UL
C58809700101,23195671,2563,1,UL
C59119440101,23205122,2563,1,UL
C58392570101,23183746,2563,1,ULIP
C58496090101,23187003,2563,1,UL
C58496380101,23187019,2563,1,UL
C58503150101,23187228,2563,1,UL
C58504430101,23187273,2563,1,UL
272630004715,23056632,2563,1,UL
C58520390101,23187847,2563,1,UL
C58546430101,23188556,2563,1,UL
272630004716,23057963,2563,1,UL
371630022896,22958159,2563,1,UL
C58455870101,23185890,2563,1,UL
C58475210101,23186591,2563,1,UL
C58476630101,23186610,2563,1,UL
C58476790101,23186616,2563,1,UL
C58480930101,23186673,2563,1,UL
C58483100101,23186722,2563,1,UL
C58706230101,23192219,2563,1,UL
C58890520101,23197850,2563,1,UL
C58496580101,23187024,2563,1,UL
451630007338,23053139,2563,1,UL
451630007340,23053548,2563,1,UL
C58571100101,23189236,2563,1,UL
C58468790101,23186317,2563,1,UL
C58475150101,23186586,2563,1,UL
C58920900101,23196502,2563,1,UL
C59048570101,23202178,2563,1,UL
C58497550101,23187063,2563,1,UL
C58498250101,23187089,2563,1,UL
C58500060101,23187153,2563,1,UL
C58509610101,23187435,2563,1,UL
C58510710101,23187476,2563,1,UL
C58514270101,23187612,2563,1,UL
C58519410101,23187778,2563,1,UL
C58528140101,23187978,2563,1,UL
C58529230101,23188029,2563,1,UL
C58533220101,23188154,2563,1,UL
C58533320101,23188160,2563,1,UL
C58540700101,23188387,2563,1,UL
C58559960101,23188654,2563,1,UL
C58560020101,23188727,2563,1,UL
C58465270101,23186228,2563,1,UL
C58470570101,23186371,2563,1,UL
C58474540101,23186551,2563,1,UL
C58478260101,23186636,2563,1,UL
C58478640101,23186645,2563,1,UL
C58480240101,23186655,2563,1,UL
C58483090101,23186721,2563,1,UL
C58483440101,23186744,2563,1,UL
C58485300101,23186801,2563,1,UL
C58664710101,23190852,2563,1,UL
C58794450101,23195143,2563,1,UL
C59096680101,23204230,2563,1,UL
945630000075,22812604,2563,1,ULIP
C58504550101,23187284,2563,1,UL
272630004761,23062291,2563,1,UL
271630003288,23059410,2563,1,UL
C58513320101,23187557,2563,1,UL
C58515670101,23187666,2563,1,UL
C58519240101,23187768,2563,1,UL
C58520310101,23187839,2563,1,UL
C58523430101,23187891,2563,1,UL
C58526260101,23187940,2563,1,UL
C58528880101,23188016,2563,1,UL
C58536500101,23188290,2563,1,UL
C58543390101,23188468,2563,1,UL
651620053260,23049893,2563,1,UL
C58553460101,23188811,2563,1,UL
571620290560,23050443,2563,1,UL
C58625090101,23189817,2563,1,UL
C58683930101,23191368,2563,1,UL
C58684300101,23191398,2563,1,UL
C59136710101,23205707,2563,1,UL
816630003457,23051247,2563,1,ULIP
816630003458,23055809,2563,1,ULIP
816630003456,23051225,2563,1,ULIP
835630001652,23047209,2563,1,ULIP
533630014109,22937290,2563,1,ULIP
816630003455,23051242,2563,1,ULIP
571630020975,23053754,2563,1,UL
307620071214,23047289,2563,1,UL
C58525380101,23187916,2563,1,UL
C58539990101,23188371,2563,1,UL
C58549910101,23188652,2563,1,UL
C58552370101,23188740,2563,1,UL
571620290546,23048267,2563,1,UL
C58566620101,23188481,2563,1,UL
C58555840101,23188839,2563,1,UL
C58564590101,23189044,2563,1,UL
532630013756,23048078,2563,1,UL
41630012589,23052224,2563,1,UL
C58691130101,23191670,2563,1,UL
C59173830101,23207012,2563,1,UL
C59471010101,23214795,2563,1,UL
534630000812,23055684,2563,1,UL
534630000813,23055745,2563,1,UL
121630001027,23060548,2563,1,UL
C58533750101,23188186,2563,1,UL
C58742500101,23193396,2563,1,UL
C58564000101,23189022,2563,1,UL
C58670650101,23190975,2563,1,UL
C58700940101,23192012,2563,1,UL
C58707450101,23192271,2563,1,UL
C58756040101,23193817,2563,1,UL
7620342159,23054316,2563,1,UL
C58538840101,23188340,2563,1,UL
C58539200101,23188354,2563,1,UL
C58540960101,23188403,2563,1,UL
C58544380101,23188476,2563,1,UL
C58544470101,23188478,2563,1,UL
C58549110101,23188619,2563,1,UL
C58549480101,23188644,2563,1,UL
C58562490101,23188955,2563,1,UL
C58600050101,23189487,2563,1,UL
C58656960101,23190608,2563,1,UL
C58665380101,23189815,2563,1,UL
C58706570101,23192237,2563,1,UL
C58707960101,23192296,2563,1,UL
C58729510101,23192994,2563,1,UL
C58863280101,23197183,2563,1,UL
C58952150101,23199431,2563,1,UL
C59119170101,23205112,2563,1,UL
C59167290101,23206802,2563,1,UL
C58512610101,23187525,2563,1,UL
C58533490101,23188172,2563,1,UL
C58552990101,23188778,2563,1,UL
C58661980101,23190783,2563,1,UL
C59047850101,23202148,2563,1,UL
C59083470101,23203763,2563,1,UL
945630000082,22799680,2563,1,ULIP
142630032140,23063286,2563,1,UL
272630004675,23054159,2563,1,UL
192620034452,23049734,2563,1,UL
C58531570101,23188095,2563,1,UL
C58533360101,23188163,2563,1,UL
C58562820101,23188966,2563,1,UL
C58565750101,23189081,2563,1,UL
C58568920101,23189165,2563,1,UL
C58571070101,23189233,2563,1,UL
C58571210101,23189238,2563,1,UL
C58572650101,23189232,2563,1,UL
C58572720101,23189241,2563,1,UL
C58595960101,23189375,2563,1,UL
C58598790101,23189428,2563,1,UL
C58633690101,23190027,2563,1,UL
C58637420101,23190117,2563,1,UL
C58653770101,23190467,2563,1,UL
C58658160101,23190663,2563,1,UL
C58661970101,23190782,2563,1,UL
C58662560101,23190824,2563,1,UL
C58667190101,23190916,2563,1,UL
C58667410101,23190921,2563,1,UL
C58682080101,23191338,2563,1,UL
C58687320101,23191501,2563,1,UL
C58805720101,23195524,2563,1,UL
451630018500,23046444,2563,1,ULIP
282630001940,23062475,2563,1,UL
987620333214,23047703,2563,1,UL
987620333196,23047485,2563,1,UL
C59016130101,23200728,2563,1,UL
C58598870101,23189432,2563,1,UL
C58600090101,23189491,2563,1,UL
C58627570101,23189887,2563,1,UL
C58628260101,23189913,2563,1,UL
C58629360101,23189915,2563,1,UL
C58633170101,23190013,2563,1,UL
C58637190101,23190104,2563,1,UL
C58637890101,23190126,2563,1,UL
C58638640101,23190139,2563,1,UL
C58645580101,23190251,2563,1,UL
C58675030101,23191162,2563,1,UL
C58688190101,23191552,2563,1,UL
C58729300101,23192979,2563,1,UL
C58766270101,23194072,2563,1,UL
C58774410101,23194414,2563,1,UL
C58860270101,23197090,2563,1,UL
C58730490101,23190768,2563,1,UL
C58737610101,23192386,2563,1,UL
651620053263,23050387,2563,1,UL
C58741210101,23193358,2563,1,UL
7630053091,22951168,2563,1,UL
534620052142,23049689,2563,1,UL
C58599670101,23189455,2563,1,UL
C58600800101,23189519,2563,1,UL
C58625440101,23189840,2563,1,UL
C58648700101,23190341,2563,1,UL
C58648970101,23190350,2563,1,UL
C58657530101,23190625,2563,1,UL
C58660310101,23190718,2563,1,UL
C58660340101,23190721,2563,1,UL
C58664490101,23190582,2563,1,UL
C58667800101,23190929,2563,1,UL
C58678640101,23191321,2563,1,UL
C58688150101,23191549,2563,1,UL
C58696770101,23191852,2563,1,UL
C58716560101,23192586,2563,1,UL
C58727300101,23192923,2563,1,UL
C58760740101,23193995,2563,1,UL
C58767970101,23194131,2563,1,UL
C58793720101,23195128,2563,1,UL
C58871230101,23197380,2563,1,UL
C58879020101,23197543,2563,1,UL
C59167040101,23206793,2563,1,UL
C58974940101,23199809,2563,1,UL
471630013428,23058241,2563,1,UL
451630007382,23053151,2563,1,UL
C58598980101,23189437,2563,1,UL
C58650490101,23190391,2563,1,UL
C58658400101,23190674,2563,1,UL
C58670890101,23190986,2563,1,UL
C58672510101,23191059,2563,1,UL
C58676990101,23191232,2563,1,UL
C58678540101,23191315,2563,1,UL
C58688200101,23191553,2563,1,UL
C58690140101,23191641,2563,1,UL
C58694690101,23191773,2563,1,UL
C58696640101,23191842,2563,1,UL
C58696720101,23191848,2563,1,UL
C58698380101,23191925,2563,1,UL
C58716320101,23192574,2563,1,UL
C58753840101,23193744,2563,1,UL
C58786560101,23194842,2563,1,UL
C58824620101,23196126,2563,1,UL
C58827060101,23196205,2563,1,UL
C58823640101,23196082,2563,1,UL
C58909570101,23198381,2563,1,UL
C59108590101,23204695,2563,1,UL
233630006325,23045881,2563,1,ULIP
571630048563,22893680,2563,1,ULIP
C58736050101,23193157,2563,1,UL
C58737880101,23193228,2563,1,UL
987620333164,23053020,2563,1,UL
131620154171,23048607,2563,1,UL
192630007998,23043613,2563,1,UL
91630011064,23063560,2563,1,UL
131620154170,23048055,2563,1,UL
C59736940101,23222056,2563,1,UL
C58750200101,23193529,2563,1,UL
C58649850101,23190371,2563,1,UL
C58655860101,23190544,2563,1,UL
C58662510101,23190821,2563,1,UL
C58665490101,23190864,2563,1,UL
C58667850101,23190932,2563,1,UL
C58671990101,23191035,2563,1,UL
C58676740101,23191211,2563,1,UL
C58679330101,23191327,2563,1,UL
C58683630101,23191353,2563,1,UL
C58684560101,23191406,2563,1,UL
C58686490101,23191462,2563,1,UL
C58694770101,23191780,2563,1,UL
C58696390101,23191823,2563,1,UL
C58696440101,23191828,2563,1,UL
C58706720101,23192244,2563,1,UL
C58707790101,23192286,2563,1,UL
C58662070101,23190792,2563,1,UL
C58714040101,23192494,2563,1,UL
C58715250101,23192522,2563,1,UL
C58724660101,23192836,2563,1,UL
C58725350101,23192862,2563,1,UL
C58746950101,23193557,2563,1,UL
C58754800101,23193782,2563,1,UL
C58757540101,23193866,2563,1,UL
C58783990101,23194753,2563,1,UL
C58797420101,23195211,2563,1,UL
C58799790101,23195266,2563,1,UL
C58858090101,23197010,2563,1,UL
C58913140101,23198442,2563,1,UL
C58937630101,23199041,2563,1,UL
994630042191,22939153,2563,1,ULIP
0000C5857177,39997564,2563,1,OL
471630000620,23060028,2563,1,UL
534630000720,23059766,2563,1,UL
C58976000101,23199866,2563,1,UL
C59009300101,23200557,2563,1,UL
C58731390101,23193034,2563,1,UL
C58732950101,23193075,2563,1,UL
C58733710101,23193093,2563,1,UL
C58736250101,23193169,2563,1,UL
C58736750101,23193187,2563,1,UL
C58736950101,23193190,2563,1,UL
C58737720101,23193219,2563,1,UL
C58738460101,23193250,2563,1,UL
C58741180101,23193355,2563,1,UL
C58741300101,23193362,2563,1,UL
C58741740101,23193374,2563,1,UL
C58743050101,23193423,2563,1,UL
C58646550101,23190274,2563,1,UL
C58647350101,23190308,2563,1,UL
C58648800101,23190348,2563,1,UL
C58658810101,23190687,2563,1,UL
C58661790101,23190767,2563,1,UL
C58662200101,23190805,2563,1,UL
C58662290101,23190812,2563,1,UL
C58662330101,23190816,2563,1,UL
C58662410101,23190818,2563,1,UL
C58665590101,23190867,2563,1,UL
C58665770101,23190874,2563,1,UL
C58667070101,23190910,2563,1,UL
C58671550101,23191016,2563,1,UL
C58673760101,23191117,2563,1,UL
C58683780101,23191357,2563,1,UL
C58684900101,23191413,2563,1,UL
C58685030101,23191415,2563,1,UL
C58687600101,23191521,2563,1,UL
C58688300101,23191561,2563,1,UL
C58691690101,23191686,2563,1,UL
C58693540101,23191720,2563,1,UL
C58694390101,23191764,2563,1,UL
C58696630101,23191841,2563,1,UL
C58696920101,23191862,2563,1,UL
C58697610101,23191902,2563,1,UL
C58698400101,23191927,2563,1,UL
C58700310101,23191994,2563,1,UL
C58700790101,23192004,2563,1,UL
C58701110101,23192019,2563,1,UL
C58704060101,23192121,2563,1,UL
C58705180101,23192176,2563,1,UL
C58711990101,23192442,2563,1,UL
C58712090101,23192449,2563,1,UL
C58653290101,23190445,2563,1,UL
C58714710101,23192513,2563,1,UL
C58720370101,23192677,2563,1,UL
C58722370101,23192750,2563,1,UL
C58723350101,23192780,2563,1,UL
C58725690101,23192882,2563,1,UL
C58726080101,23192891,2563,1,UL
C58747830101,23193584,2563,1,UL
C58749030101,23193614,2563,1,UL
C58751040101,23193665,2563,1,UL
C58753960101,23193751,2563,1,UL
C58754110101,23193756,2563,1,UL
C58758410101,23193890,2563,1,UL
C58760370101,23193982,2563,1,UL
C59026620101,23201319,2563,1,UL
C58765700101,23194050,2563,1,UL
C58769550101,23193585,2563,1,UL
C58766910101,23194099,2563,1,UL
C58768050101,23194138,2563,1,UL
C58768580101,23194158,2563,1,UL
C58775820101,23194466,2563,1,UL
C58784200101,23193956,2563,1,UL
C58783550101,23194743,2563,1,UL
C58788330101,23194922,2563,1,UL
C58790150101,23194937,2563,1,UL
C58790440101,23195009,2563,1,UL
C58802580101,23195384,2563,1,UL
C58805340101,23195508,2563,1,UL
C58808810101,23195646,2563,1,UL
C58817160101,23195904,2563,1,UL
C58826150101,23196188,2563,1,UL
C58840390101,23194780,2563,1,UL
C58852790101,23196163,2563,1,UL
C58857720101,23196996,2563,1,UL
C58858220101,23197018,2563,1,UL
C58862850101,23197161,2563,1,UL
C58863200101,23197178,2563,1,UL
C58864170101,23197222,2563,1,UL
C58876060101,23197470,2563,1,UL
C58878000101,23197517,2563,1,UL
C58891420101,23197875,2563,1,UL
C58882600101,23197654,2563,1,UL
C58893710101,23197957,2563,1,UL
C58894380101,23197985,2563,1,UL
C58897310101,23198110,2563,1,UL
C58905890101,23198264,2563,1,UL
C58931600101,23198870,2563,1,UL
C58938240101,23199057,2563,1,UL
C59043420101,23201972,2563,1,UL
C59069620101,23200723,2563,1,UL
C59080140101,23203596,2563,1,UL
C59099490101,23204283,2563,1,UL
C59592870101,23215823,2563,1,UL
C59314840101,23210064,2563,1,UL
C59747270101,23222469,2563,1,UL
C59344540101,23211129,2563,1,UL
C59435970101,23214007,2563,1,UL
C59465120101,23214600,2563,1,UL
571630048876,22939421,2563,1,ULIP
451630016822,23064497,2563,1,UL
C58661830101,23190770,2563,1,UL
C58672570101,23191062,2563,1,UL
C58675090101,23191164,2563,1,UL
C58694260101,23191400,2563,1,UL
C58684940101,23191414,2563,1,UL
C58696900101,23191860,2563,1,UL
C58698430101,23191929,2563,1,UL
C58706370101,23192229,2563,1,UL
C58720950101,23192711,2563,1,UL
C58727780101,23192936,2563,1,UL
C58727900101,23192942,2563,1,UL
C58729700101,23193009,2563,1,UL
C59028230101,23201377,2563,1,UL
C58778560101,23194587,2563,1,UL
C58780110101,23194663,2563,1,UL
C58882680101,23197658,2563,1,UL
C59766630101,23223376,2563,1,UL
C58975330101,23199838,2563,1,UL
C58730550101,23193032,2563,1,UL
301630023796,23025541,2563,1,UL
C58719710101,23192643,2563,1,UL
C58720270101,23192670,2563,1,UL
C58728930101,23192960,2563,1,UL
C58729220101,23192975,2563,1,UL
C58753540101,23193729,2563,1,UL
652630002858,23058639,2563,1,UL
533630014693,23063651,2563,1,UL
939630018276,23067321,2563,1,UL
939630018319,23058537,2563,1,UL
C58695830101,23191817,2563,1,UL
C58711360101,23192391,2563,1,UL
C58765970101,23194062,2563,1,UL
C58776730101,23194505,2563,1,UL
C58784130101,23194760,2563,1,UL
C58816550101,23195877,2563,1,UL
945630000092,22941098,2563,1,ULIP
C58711860101,23192432,2563,1,UL
C58747710101,23193578,2563,1,UL
C58753900101,23193746,2563,1,UL
C58758870101,23193911,2563,1,UL
C58771830101,23194284,2563,1,UL
C58786570101,23194843,2563,1,UL
C58816480101,23195873,2563,1,UL
C59164600101,23206683,2563,1,UL
0000C5866267,39997689,2563,1,OL
C58735790101,23193140,2563,1,UL
C59137190101,23205826,2563,1,UL
C58793220101,23195101,2563,1,UL
C58793300101,23195108,2563,1,UL
C58786680101,23194850,2563,1,UL
C58793050101,23195087,2563,1,UL
C58793100101,23195092,2563,1,UL
C58800990101,23194351,2563,1,UL
C58758360101,23193888,2563,1,UL
C58775530101,23194449,2563,1,UL
C58799740101,23195231,2563,1,UL
C58937400101,23199036,2563,1,UL
C59103870101,23204471,2563,1,UL
272630013926,23067112,2563,1,UL
457630000170,23062711,2563,1,UL
7630024923,22940590,2563,1,UL
C58745910101,23193521,2563,1,UL
7630024924,22945152,2563,1,UL
C58758960101,23193916,2563,1,UL
