,applicationid,applicationno,agentid,updatedate,
,43414,620002037,0000337497,2019-06-13 22:23:32.419,
,43428,620002050,0000337497,2019-06-13 22:23:32.411,
,43510,620002138,0000337497,2019-06-13 22:23:32.403,
,43561,620002189,0000337497,2019-06-13 22:23:32.395,
,43657,620002286,0000337497,2019-06-13 22:23:32.387,
,43763,620002391,0000337497,2019-06-13 22:23:32.379,
,43858,620002487,0000337497,2019-06-13 22:23:32.371,
,43977,620002607,0000337497,2019-06-13 22:23:32.363,
,44050,620002684,0000337497,2019-06-13 22:23:32.352,
,44136,620002773,0000337497,2019-06-13 22:23:31.19,
,42172,620000765,0000653699,2019-06-13 22:23:21.307,
,42249,620000842,0000653699,2019-06-13 22:23:21.299,
,42279,620000867,0000653699,2019-06-13 22:23:21.291,
,42360,620000958,0000653699,2019-06-13 22:23:21.283,
,42438,620001037,0000653699,2019-06-13 22:23:21.276,
,42540,620001144,0000653699,2019-06-13 22:23:21.271,
,42564,620001167,0000653699,2019-06-13 22:23:21.263,
,42620,620001223,0000653699,2019-06-13 22:23:21.255,
,42732,620001337,0000653699,2019-06-13 22:23:21.248,
,42824,620001430,0000653699,2019-06-13 22:23:21.246,
,42900,620001509,0000653699,2019-06-13 22:23:21.239,
,43001,620001613,0000653699,2019-06-13 22:23:21.235,
,43118,620001731,0000653699,2019-06-13 22:23:21.227,
,43149,620001750,0000653699,2019-06-13 22:23:21.219,
,43216,620001831,0000653699,2019-06-13 22:23:21.211,
,43285,620001905,0000653699,2019-06-13 22:23:21.207,
,43413,620002036,0000653699,2019-06-13 22:23:21.199,
,43476,620002102,0000653699,2019-06-13 22:23:21.191,
,43559,620002187,0000653699,2019-06-13 22:23:21.183,
,43682,620002311,0000653699,2019-06-13 22:23:21.175,
,43754,620002383,0000653699,2019-06-13 22:23:21.167,
,43881,620002510,0000653699,2019-06-13 22:23:21.159,
,43978,620002610,0000653699,2019-06-13 22:23:21.151,
,44061,620002694,0000653699,2019-06-13 22:23:21.14,
,44134,620002771,0000653699,2019-06-13 22:23:20.166,
,42165,620000756,0000005057,2019-06-13 22:23:11.224,
,42242,620000836,0000005057,2019-06-13 22:23:11.219,
,42338,620000935,0000005057,2019-06-13 22:23:11.211,
,42449,620001049,0000005057,2019-06-13 22:23:11.203,
,42547,620001150,0000005057,2019-06-13 22:23:11.195,
,42642,620001246,0000005057,2019-06-13 22:23:11.187,
,42710,620001315,0000005057,2019-06-13 22:23:11.179,
,42764,620001373,0000005057,2019-06-13 22:23:11.171,
,42832,620001439,0000005057,2019-06-13 22:23:11.163,
,42910,620001519,0000005057,2019-06-13 22:23:11.155,
,43006,620001616,0000005057,2019-06-13 22:23:11.147,
,43096,620001709,0000005057,2019-06-13 22:23:11.139,
,43217,620001832,0000005057,2019-06-13 22:23:11.131,
,43281,620001901,0000005057,2019-06-13 22:23:11.123,
,43329,620001950,0000005057,2019-06-13 22:23:11.115,
,43393,620002017,0000005057,2019-06-13 22:23:11.107,
,43485,620002112,0000005057,2019-06-13 22:23:11.099,
,43607,620002235,0000005057,2019-06-13 22:23:11.091,
,43696,620002327,0000005057,2019-06-13 22:23:11.083,
,43767,620002398,0000005057,2019-06-13 22:23:11.075,
,43867,620002496,0000005057,2019-06-13 22:23:11.067,
,43962,620002591,0000005057,2019-06-13 22:23:11.059,
,44062,620002695,0000005057,2019-06-13 22:23:11.055,
,44133,620002770,0000005057,2019-06-13 22:23:09.757,
,42160,620000750,0000656809,2019-06-13 22:22:52.803,
,42188,620000781,0000656809,2019-06-13 22:22:52.795,
,42268,620000861,0000656809,2019-06-13 22:22:52.789,
,42355,620000953,0000656809,2019-06-13 22:22:52.787,
,42421,620001021,0000656809,2019-06-13 22:22:52.779,
,42518,620001121,0000656809,2019-06-13 22:22:52.771,
,42650,620001255,0000656809,2019-06-13 22:22:52.768,
,42741,620001346,0000656809,2019-06-13 22:22:52.766,
,42816,620001422,0000656809,2019-06-13 22:22:52.759,
,42927,620001537,0000656809,2019-06-13 22:22:52.751,
,43028,620001639,0000656809,2019-06-13 22:22:52.743,
,43082,620001694,0000656809,2019-06-13 22:22:52.735,
,43202,620001818,0000656809,2019-06-13 22:22:52.727,
,43286,620001906,0000656809,2019-06-13 22:22:52.723,
,43381,620002004,0000656809,2019-06-13 22:22:52.715,
,43483,620002111,0000656809,2019-06-13 22:22:52.711,
,43601,620002229,0000656809,2019-06-13 22:22:52.703,
,43664,620002295,0000656809,2019-06-13 22:22:52.695,
,43802,620002431,0000656809,2019-06-13 22:22:52.687,
,43882,620002511,0000656809,2019-06-13 22:22:52.679,
,44132,620002769,0000656809,2019-06-13 22:22:51.547,
,42063,620000651,0000019731,2019-06-13 22:22:47.508,
,42159,620000754,0000019731,2019-06-13 22:22:47.505,
,42260,620000853,0000019731,2019-06-13 22:22:47.498,
,42317,620000914,0000019731,2019-06-13 22:22:47.491,
,42446,620001047,0000019731,2019-06-13 22:22:47.483,
,42526,620001130,0000019731,2019-06-13 22:22:47.475,
,42634,620001239,0000019731,2019-06-13 22:22:47.467,
,42663,620001269,0000019731,2019-06-13 22:22:47.459,
,42745,620001350,0000019731,2019-06-13 22:22:47.451,
,42821,620001429,0000019731,2019-06-13 22:22:47.448,
,42922,620001531,0000019731,2019-06-13 22:22:47.443,
,43029,620001640,0000019731,2019-06-13 22:22:47.435,
,43053,620001663,0000019731,2019-06-13 22:22:47.427,
,43114,620001727,0000019731,2019-06-13 22:22:47.419,
,43195,620001810,0000019731,2019-06-13 22:22:47.411,
,43240,620001859,0000019731,2019-06-13 22:22:47.403,
,43315,620001936,0000019731,2019-06-13 22:22:47.395,
,43400,620002023,0000019731,2019-06-13 22:22:47.387,
,43490,620002119,0000019731,2019-06-13 22:22:47.379,
,43597,620002225,0000019731,2019-06-13 22:22:47.371,
,43677,620002306,0000019731,2019-06-13 22:22:47.364,
,43789,620002418,0000019731,2019-06-13 22:22:47.356,
,43894,620002525,0000019731,2019-06-13 22:22:47.348,
,43964,620002594,0000019731,2019-06-13 22:22:47.335,
,44131,620002768,0000019731,2019-06-13 22:22:46.396,
,42127,620000720,0000508962,2019-06-13 22:22:41.623,
,42171,620000760,0000508962,2019-06-13 22:22:41.615,
,42246,620000839,0000508962,2019-06-13 22:22:41.607,
,42354,620000952,0000508962,2019-06-13 22:22:41.599,
,42450,620001051,0000508962,2019-06-13 22:22:41.591,
,42519,620001122,0000508962,2019-06-13 22:22:41.583,
,42607,620001211,0000508962,2019-06-13 22:22:41.575,
,42712,620001317,0000508962,2019-06-13 22:22:41.567,
,42795,620001402,0000508962,2019-06-13 22:22:41.559,
,42931,620001540,0000508962,2019-06-13 22:22:41.551,
,43016,620001627,0000508962,2019-06-13 22:22:41.543,
,43109,620001722,0000508962,2019-06-13 22:22:41.535,
,43199,620001811,0000508962,2019-06-13 22:22:41.527,
,43280,620001900,0000508962,2019-06-13 22:22:41.519,
,43379,620002005,0000508962,2019-06-13 22:22:41.511,
,43432,620002054,0000508962,2019-06-13 22:22:41.503,
,43472,620002099,0000508962,2019-06-13 22:22:41.495,
,43525,620002152,0000508962,2019-06-13 22:22:41.487,
,43604,620002232,0000508962,2019-06-13 22:22:41.479,
,43676,620002303,0000508962,2019-06-13 22:22:41.471,
,43773,620002402,0000508962,2019-06-13 22:22:41.463,
,43871,620002500,0000508962,2019-06-13 22:22:41.455,
,43985,620002617,0000508962,2019-06-13 22:22:41.447,
,42235,620000830,0000628351,2019-06-13 22:22:41.071,
,42322,620000919,0000628351,2019-06-13 22:22:41.063,
,42431,620001031,0000628351,2019-06-13 22:22:41.059,
,42529,620001132,0000628351,2019-06-13 22:22:41.051,
,42643,620001247,0000628351,2019-06-13 22:22:41.043,
,42664,620001267,0000628351,2019-06-13 22:22:41.035,
,42718,620001323,0000628351,2019-06-13 22:22:41.027,
,42805,620001412,0000628351,2019-06-13 22:22:41.023,
,42906,620001514,0000628351,2019-06-13 22:22:41.015,
,43027,620001638,0000628351,2019-06-13 22:22:41.008,
,43084,620001698,0000628351,2019-06-13 22:22:41.005,
,43224,620001838,0000628351,2019-06-13 22:22:40.999,
,43287,620001909,0000628351,2019-06-13 22:22:40.991,
,43328,620001952,0000628351,2019-06-13 22:22:40.982,
,43392,620002016,0000628351,2019-06-13 22:22:40.979,
,43487,620002113,0000628351,2019-06-13 22:22:40.971,
,43577,620002205,0000628351,2019-06-13 22:22:40.963,
,43661,620002290,0000628351,2019-06-13 22:22:40.955,
,43801,620002430,0000628351,2019-06-13 22:22:40.947,
,43872,620002502,0000628351,2019-06-13 22:22:40.939,
,43995,620002627,0000628351,2019-06-13 22:22:40.935,
,44045,620002678,0000628351,2019-06-13 22:22:40.928,
,44130,620002767,0000508962,2019-06-13 22:22:40.036,
,44129,620002766,0000628351,2019-06-13 22:22:39.519,
,42164,620000757,0000626671,2019-06-13 22:22:37.007,
,42253,620000847,0000626671,2019-06-13 22:22:37.003,
,42349,620000946,0000626671,2019-06-13 22:22:36.995,
,42424,620001023,0000626671,2019-06-13 22:22:36.987,
,42508,620001111,0000626671,2019-06-13 22:22:36.979,
,42604,620001208,0000626671,2019-06-13 22:22:36.972,
,42703,620001308,0000626671,2019-06-13 22:22:36.971,
,42843,620001450,0000626671,2019-06-13 22:22:36.963,
,43003,620001614,0000626671,2019-06-13 22:22:36.955,
,43105,620001718,0000626671,2019-06-13 22:22:36.947,
,43223,620001840,0000626671,2019-06-13 22:22:36.939,
,43299,620001919,0000626671,2019-06-13 22:22:36.931,
,43373,620001996,0000626671,2019-06-13 22:22:36.923,
,43470,620002096,0000626671,2019-06-13 22:22:36.915,
,43578,620002207,0000626671,2019-06-13 22:22:36.907,
,43679,620002308,0000626671,2019-06-13 22:22:36.899,
,43775,620002405,0000626671,2019-06-13 22:22:36.891,
,43879,620002508,0000626671,2019-06-13 22:22:36.883,
,43952,620002583,0000626671,2019-06-13 22:22:36.875,
,44044,620002677,0000626671,2019-06-13 22:22:36.867,
,44128,620002764,0000626671,2019-06-13 22:22:35.492,
,42139,620000732,0000195560,2019-06-13 22:22:31.895,
,42179,620000770,0000195560,2019-06-13 22:22:31.888,
,42272,620000865,0000195560,2019-06-13 22:22:31.883,
,42359,620000957,0000195560,2019-06-13 22:22:31.879,
,42413,620001013,0000195560,2019-06-13 22:22:31.871,
,42507,620001110,0000195560,2019-06-13 22:22:31.864,
,42645,620001249,0000195560,2019-06-13 22:22:31.859,
,42731,620001336,0000195560,2019-06-13 22:22:31.851,
,42837,620001444,0000195560,2019-06-13 22:22:31.843,
,42914,620001523,0000195560,2019-06-13 22:22:31.835,
,43033,620001644,0000195560,2019-06-13 22:22:31.827,
,43094,620001705,0000195560,2019-06-13 22:22:31.819,
,43219,620001834,0000195560,2019-06-13 22:22:31.811,
,43314,620001934,0000195560,2019-06-13 22:22:31.804,
,43402,620002025,0000195560,2019-06-13 22:22:31.799,
,43488,620002114,0000195560,2019-06-13 22:22:31.791,
,43562,620002190,0000195560,2019-06-13 22:22:31.783,
,43683,620002312,0000195560,2019-06-13 22:22:31.776,
,43786,620002415,0000195560,2019-06-13 22:22:31.771,
,43896,620002528,0000195560,2019-06-13 22:22:31.763,
,43981,620002613,0000195560,2019-06-13 22:22:31.755,
,44127,620002765,0000195560,2019-06-13 22:22:30.869,
,42092,620000681,0000661322,2019-06-13 22:22:30.731,
,42166,620000762,0000661322,2019-06-13 22:22:30.723,
,42225,620000818,0000661322,2019-06-13 22:22:30.715,
,42335,620000931,0000661322,2019-06-13 22:22:30.707,
,42415,620001015,0000661322,2019-06-13 22:22:30.703,
,42542,620001145,0000661322,2019-06-13 22:22:30.695,
,42631,620001234,0000661322,2019-06-13 22:22:30.687,
,42734,620001341,0000661322,2019-06-13 22:22:30.679,
,42908,620001517,0000661322,2019-06-13 22:22:30.675,
,42984,620001595,0000661322,2019-06-13 22:22:30.667,
,43101,620001711,0000661322,2019-06-13 22:22:30.659,
,43200,620001816,0000661322,2019-06-13 22:22:30.651,
,43294,620001915,0000661322,2019-06-13 22:22:30.643,
,43415,620002038,0000661322,2019-06-13 22:22:30.635,
,43431,620002053,0000661322,2019-06-13 22:22:30.627,
,43498,620002125,0000661322,2019-06-13 22:22:30.619,
,43568,620002197,0000661322,2019-06-13 22:22:30.611,
,43623,620002245,0000661322,2019-06-13 22:22:30.603,
,43704,620002333,0000661322,2019-06-13 22:22:30.595,
,43783,620002412,0000661322,2019-06-13 22:22:30.587,
,43885,620002514,0000661322,2019-06-13 22:22:30.579,
,43917,620002550,0000661322,2019-06-13 22:22:30.571,
,43982,620002614,0000661322,2019-06-13 22:22:30.563,
,44126,620002763,0000661322,2019-06-13 22:22:29.746,
,42086,620000679,0000564143,2019-06-13 22:22:19.491,
,42142,620000733,0000564143,2019-06-13 22:22:19.49,
,42256,620000849,0000564143,2019-06-13 22:22:19.489,
,42352,620000950,0000564143,2019-06-13 22:22:19.489,
,42433,620001033,0000564143,2019-06-13 22:22:19.488,
,42636,620001240,0000564143,2019-06-13 22:22:19.487,
,42531,620001135,0000564143,2019-06-13 22:22:19.487,
,42704,620001309,0000564143,2019-06-13 22:22:19.486,
,42827,620001434,0000564143,2019-06-13 22:22:19.485,
,42899,620001508,0000564143,2019-06-13 22:22:19.485,
,42998,620001609,0000564143,2019-06-13 22:22:19.484,
,43090,620001702,0000564143,2019-06-13 22:22:19.483,
,43207,620001822,0000564143,2019-06-13 22:22:19.483,
,43288,620001907,0000564143,2019-06-13 22:22:19.482,
,43407,620002031,0000564143,2019-06-13 22:22:19.481,
,43495,620002122,0000564143,2019-06-13 22:22:19.481,
,43603,620002230,0000564143,2019-06-13 22:22:19.48,
,43668,620002297,0000564143,2019-06-13 22:22:19.479,
,43758,620002387,0000564143,2019-06-13 22:22:19.478,
,43959,620002590,0000564143,2019-06-13 22:22:19.477,
,43863,620002492,0000564143,2019-06-13 22:22:19.477,
,44048,620002681,0000564143,2019-06-13 22:22:19.476,
,44125,620002762,0000564143,2019-06-13 22:22:19.077,
,42148,620000740,0000635982,2019-06-13 22:22:16.818,
,42245,620000835,0000635982,2019-06-13 22:22:16.817,
,42319,620000917,0000635982,2019-06-13 22:22:16.816,
,42370,620000967,0000635982,2019-06-13 22:22:16.816,
,42440,620001041,0000635982,2019-06-13 22:22:16.815,
,42627,620001231,0000635982,2019-06-13 22:22:16.814,
,42548,620001151,0000635982,2019-06-13 22:22:16.814,
,42735,620001340,0000635982,2019-06-13 22:22:16.813,
,42797,620001404,0000635982,2019-06-13 22:22:16.812,
,42917,620001527,0000635982,2019-06-13 22:22:16.811,
,42944,620001557,0000635982,2019-06-13 22:22:16.811,
,43117,620001730,0000635982,2019-06-13 22:22:16.81,
,43013,620001624,0000635982,2019-06-13 22:22:16.81,
,43204,620001824,0000635982,2019-06-13 22:22:16.809,
,43300,620001918,0000635982,2019-06-13 22:22:16.808,
,43505,620002132,0000635982,2019-06-13 22:22:16.807,
,43399,620002022,0000635982,2019-06-13 22:22:16.807,
,43575,620002202,0000635982,2019-06-13 22:22:16.806,
,43669,620002298,0000635982,2019-06-13 22:22:16.805,
,43795,620002424,0000635982,2019-06-13 22:22:16.804,
,43983,620002615,0000635982,2019-06-13 22:22:16.803,
,43852,620002481,0000635982,2019-06-13 22:22:16.803,
,42162,620000753,0000164149,2019-06-13 22:22:16.802,
,44049,620002683,0000635982,2019-06-13 22:22:16.802,
,42236,620000829,0000164149,2019-06-13 22:22:16.801,
,42339,620000937,0000164149,2019-06-13 22:22:16.8,
,42454,620001055,0000164149,2019-06-13 22:22:16.8,
,42509,620001112,0000164149,2019-06-13 22:22:16.799,
,42649,620001253,0000164149,2019-06-13 22:22:16.798,
,42661,620001266,0000164149,2019-06-13 22:22:16.798,
,42736,620001339,0000164149,2019-06-13 22:22:16.797,
,42801,620001406,0000164149,2019-06-13 22:22:16.797,
,42918,620001526,0000164149,2019-06-13 22:22:16.796,
,43032,620001643,0000164149,2019-06-13 22:22:16.795,
,43113,620001728,0000164149,2019-06-13 22:22:16.795,
,43209,620001825,0000164149,2019-06-13 22:22:16.794,
,43307,620001927,0000164149,2019-06-13 22:22:16.793,
,43502,620002129,0000164149,2019-06-13 22:22:16.792,
,43372,620001995,0000164149,2019-06-13 22:22:16.792,
,43574,620002204,0000164149,2019-06-13 22:22:16.791,
,43617,620002249,0000164149,2019-06-13 22:22:16.79,
,43697,620002326,0000164149,2019-06-13 22:22:16.79,
,43755,620002384,0000164149,2019-06-13 22:22:16.789,
,43889,620002518,0000164149,2019-06-13 22:22:16.788,
,43965,620002597,0000164149,2019-06-13 22:22:16.787,
,44122,620002759,0000635982,2019-06-13 22:22:16.357,
,44123,620002760,0000164149,2019-06-13 22:22:16.348,
,42154,620000745,0000618092,2019-06-13 22:22:10.17,
,42262,620000854,0000618092,2019-06-13 22:22:10.17,
,42445,620001045,0000618092,2019-06-13 22:22:10.169,
,42350,620000948,0000618092,2019-06-13 22:22:10.169,
,42517,620001120,0000618092,2019-06-13 22:22:10.168,
,42721,620001326,0000618092,2019-06-13 22:22:10.167,
,42617,620001221,0000618092,2019-06-13 22:22:10.167,
,42804,620001411,0000618092,2019-06-13 22:22:10.166,
,42892,620001501,0000618092,2019-06-13 22:22:10.165,
,42994,620001606,0000618092,2019-06-13 22:22:10.164,
,43124,620001737,0000618092,2019-06-13 22:22:10.164,
,43214,620001829,0000618092,2019-06-13 22:22:10.163,
,43290,620001911,0000618092,2019-06-13 22:22:10.162,
,43371,620001994,0000618092,2019-06-13 22:22:10.162,
,43496,620002123,0000618092,2019-06-13 22:22:10.161,
,43586,620002214,0000618092,2019-06-13 22:22:10.161,
,43690,620002319,0000618092,2019-06-13 22:22:10.16,
,43792,620002420,0000618092,2019-06-13 22:22:10.159,
,43868,620002497,0000618092,2019-06-13 22:22:10.159,
,43992,620002625,0000618092,2019-06-13 22:22:10.158,
,44121,620002758,0000618092,2019-06-13 22:22:09.796,
,42163,620000751,0000093842,2019-06-13 22:22:06.442,
,42255,620000848,0000093842,2019-06-13 22:22:06.442,
,42327,620000924,0000093842,2019-06-13 22:22:06.441,
,42411,620001011,0000093842,2019-06-13 22:22:06.44,
,42515,620001118,0000093842,2019-06-13 22:22:06.44,
,42638,620001244,0000093842,2019-06-13 22:22:06.439,
,42806,620001413,0000093842,2019-06-13 22:22:06.438,
,42729,620001334,0000093842,2019-06-13 22:22:06.438,
,43017,620001628,0000093842,2019-06-13 22:22:06.437,
,42889,620001498,0000093842,2019-06-13 22:22:06.437,
,43116,620001729,0000093842,2019-06-13 22:22:06.436,
,43306,620001926,0000093842,2019-06-13 22:22:06.435,
,43191,620001805,0000093842,2019-06-13 22:22:06.435,
,43401,620002024,0000093842,2019-06-13 22:22:06.434,
,43583,620002211,0000093842,2019-06-13 22:22:06.433,
,43481,620002107,0000093842,2019-06-13 22:22:06.433,
,43670,620002299,0000093842,2019-06-13 22:22:06.432,
,43785,620002413,0000093842,2019-06-13 22:22:06.431,
,43899,620002529,0000093842,2019-06-13 22:22:06.43,
,43960,620002592,0000093842,2019-06-13 22:22:06.43,
,44010,620002640,0000093842,2019-06-13 22:22:06.429,
,44058,620002691,0000093842,2019-06-13 22:22:06.428,
,44120,620002757,0000093842,2019-06-13 22:22:05.995,
,42150,620000742,0000006921,2019-06-13 22:21:56.13,
,42241,620000833,0000006921,2019-06-13 22:21:56.129,
,42455,620001056,0000006921,2019-06-13 22:21:56.128,
,42318,620000915,0000006921,2019-06-13 22:21:56.128,
,42511,620001115,0000006921,2019-06-13 22:21:56.127,
,42746,620001351,0000006921,2019-06-13 22:21:56.126,
,42602,620001206,0000006921,2019-06-13 22:21:56.126,
,42807,620001414,0000006921,2019-06-13 22:21:56.125,
,42996,620001607,0000006921,2019-06-13 22:21:56.124,
,42901,620001510,0000006921,2019-06-13 22:21:56.124,
,43099,620001713,0000006921,2019-06-13 22:21:56.123,
,43179,620001793,0000006921,2019-06-13 22:21:56.123,
,43310,620001930,0000006921,2019-06-13 22:21:56.122,
,43499,620002126,0000006921,2019-06-13 22:21:56.121,
,43390,620002013,0000006921,2019-06-13 22:21:56.121,
,43581,620002209,0000006921,2019-06-13 22:21:56.12,
,43695,620002325,0000006921,2019-06-13 22:21:56.119,
,43774,620002403,0000006921,2019-06-13 22:21:56.118,
,43861,620002491,0000006921,2019-06-13 22:21:56.117,
,43911,620002542,0000006921,2019-06-13 22:21:56.117,
,43963,620002595,0000006921,2019-06-13 22:21:56.116,
,44005,620002639,0000006921,2019-06-13 22:21:56.115,
,44055,620002688,0000006921,2019-06-13 22:21:56.114,
,44119,620002755,0000006921,2019-06-13 22:21:55.719,
,42174,620000766,0000617286,2019-06-13 22:21:53.616,
,42244,620000838,0000617286,2019-06-13 22:21:53.615,
,42439,620001038,0000617286,2019-06-13 22:21:53.614,
,42336,620000934,0000617286,2019-06-13 22:21:53.614,
,42530,620001133,0000617286,2019-06-13 22:21:53.613,
,42606,620001210,0000617286,2019-06-13 22:21:53.613,
,42714,620001320,0000617286,2019-06-13 22:21:53.612,
,42903,620001511,0000617286,2019-06-13 22:21:53.611,
,42828,620001436,0000617286,2019-06-13 22:21:53.611,
,43002,620001611,0000617286,2019-06-13 22:21:53.61,
,43137,620001751,0000617286,2019-06-13 22:21:53.609,
,43104,620001714,0000617286,2019-06-13 22:21:53.609,
,43190,620001804,0000617286,2019-06-13 22:21:53.608,
,43298,620001920,0000617286,2019-06-13 22:21:53.607,
,43417,620002039,0000617286,2019-06-13 22:21:53.607,
,43466,620002092,0000617286,2019-06-13 22:21:53.606,
,43585,620002213,0000617286,2019-06-13 22:21:53.605,
,43701,620002330,0000617286,2019-06-13 22:21:53.604,
,43757,620002386,0000617286,2019-06-13 22:21:53.603,
,43987,620002619,0000617286,2019-06-13 22:21:53.603,
,44063,620002696,0000617286,2019-06-13 22:21:53.602,
,44117,620002754,0000617286,2019-06-13 22:21:53.221,
,42062,620000650,0000108027,2019-06-13 22:21:53.011,
,42136,620000729,0000108027,2019-06-13 22:21:53.009,
,42264,620000856,0000108027,2019-06-13 22:21:53.008,
,42320,620000916,0000108027,2019-06-13 22:21:53.007,
,42416,620001016,0000108027,2019-06-13 22:21:53.007,
,42522,620001126,0000108027,2019-06-13 22:21:53.006,
,42648,620001252,0000108027,2019-06-13 22:21:53.005,
,42716,620001321,0000108027,2019-06-13 22:21:53.004,
,42766,620001371,0000108027,2019-06-13 22:21:53.004,
,42811,620001418,0000108027,2019-06-13 22:21:53.003,
,42997,620001608,0000108027,2019-06-13 22:21:53.002,
,42915,620001524,0000108027,2019-06-13 22:21:53.002,
,43187,620001800,0000108027,2019-06-13 22:21:53.001,
,43322,620001941,0000108027,2019-06-13 22:21:53,
,43403,620002026,0000108027,2019-06-13 22:21:52.999,
,43511,620002137,0000108027,2019-06-13 22:21:52.998,
,43602,620002231,0000108027,2019-06-13 22:21:52.997,
,43685,620002314,0000108027,2019-06-13 22:21:52.996,
,43796,620002425,0000108027,2019-06-13 22:21:52.995,
,43860,620002489,0000108027,2019-06-13 22:21:52.994,
,43972,620002603,0000108027,2019-06-13 22:21:52.993,
,44047,620002680,0000108027,2019-06-13 22:21:52.992,
,44116,620002753,0000108027,2019-06-13 22:21:52.416,
,42140,620000731,0000531336,2019-06-13 22:21:12.031,
,42243,620000837,0000531336,2019-06-13 22:21:12.031,
,42362,620000960,0000531336,2019-06-13 22:21:12.03,
,42451,620001052,0000531336,2019-06-13 22:21:12.029,
,42524,620001125,0000531336,2019-06-13 22:21:12.029,
,42626,620001230,0000531336,2019-06-13 22:21:12.023,
,42796,620001403,0000531336,2019-06-13 22:21:12.021,
,42739,620001345,0000531336,2019-06-13 22:21:12.021,
,42849,620001459,0000531336,2019-06-13 22:21:12.02,
,42937,620001546,0000531336,2019-06-13 22:21:12.019,
,43011,620001622,0000531336,2019-06-13 22:21:12.018,
,43183,620001799,0000531336,2019-06-13 22:21:12.017,
,43083,620001695,0000531336,2019-06-13 22:21:12.017,
,43301,620001923,0000531336,2019-06-13 22:21:12.016,
,43388,620002010,0000531336,2019-06-13 22:21:12.015,
,43580,620002208,0000531336,2019-06-13 22:21:12.013,
,43672,620002301,0000531336,2019-06-13 22:21:12.012,
,43768,620002396,0000531336,2019-06-13 22:21:12.006,
,43862,620002490,0000531336,2019-06-13 22:21:12.005,
,43961,620002593,0000531336,2019-06-13 22:21:12.002,
,44115,620002752,0000531336,2019-06-13 22:21:11.515,
,42156,620000749,0000637425,2019-06-13 22:07:51.295,
,42189,620000782,0000637425,2019-06-13 22:07:51.294,
,42271,620000864,0000637425,2019-06-13 22:07:51.293,
,42329,620000926,0000637425,2019-06-13 22:07:51.293,
,42419,620001018,0000637425,2019-06-13 22:07:51.292,
,42521,620001124,0000637425,2019-06-13 22:07:51.291,
,42610,620001215,0000637425,2019-06-13 22:07:51.291,
,42730,620001335,0000637425,2019-06-13 22:07:51.29,
,42840,620001447,0000637425,2019-06-13 22:07:51.289,
,42932,620001541,0000637425,2019-06-13 22:07:51.289,
,43008,620001620,0000637425,2019-06-13 22:07:51.288,
,43125,620001738,0000637425,2019-06-13 22:07:51.287,
,43177,620001791,0000637425,2019-06-13 22:07:51.287,
,43309,620001929,0000637425,2019-06-13 22:07:51.286,
,43370,620001993,0000637425,2019-06-13 22:07:51.285,
,43489,620002116,0000637425,2019-06-13 22:07:51.285,
,43594,620002222,0000637425,2019-06-13 22:07:51.284,
,43692,620002323,0000637425,2019-06-13 22:07:51.283,
,43887,620002517,0000637425,2019-06-13 22:07:51.282,
,43798,620002427,0000637425,2019-06-13 22:07:51.282,
,43949,620002580,0000637425,2019-06-13 22:07:51.281,
,44114,620002751,0000637425,2019-06-13 22:07:50.705,
,42147,620000738,0000072616,2019-06-13 22:00:49.416,
,42224,620000817,0000072616,2019-06-13 22:00:49.415,
,42334,620000933,0000072616,2019-06-13 22:00:49.414,
,42434,620001034,0000072616,2019-06-13 22:00:49.413,
,42514,620001117,0000072616,2019-06-13 22:00:49.413,
,42570,620001177,0000072616,2019-06-13 22:00:49.412,
,42651,620001254,0000072616,2019-06-13 22:00:49.412,
,42733,620001338,0000072616,2019-06-13 22:00:49.411,
,42817,620001424,0000072616,2019-06-13 22:00:49.41,
,42898,620001507,0000072616,2019-06-13 22:00:49.41,
,43111,620001724,0000072616,2019-06-13 22:00:49.409,
,42985,620001596,0000072616,2019-06-13 22:00:49.409,
,43201,620001817,0000072616,2019-06-13 22:00:49.408,
,43296,620001916,0000072616,2019-06-13 22:00:49.407,
,43382,620001999,0000072616,2019-06-13 22:00:49.406,
,43492,620002118,0000072616,2019-06-13 22:00:49.406,
,43591,620002219,0000072616,2019-06-13 22:00:49.405,
,43671,620002300,0000072616,2019-06-13 22:00:49.404,
,43776,620002404,0000072616,2019-06-13 22:00:49.403,
,43864,620002493,0000072616,2019-06-13 22:00:49.403,
,43980,620002612,0000072616,2019-06-13 22:00:49.401,
,44113,620002750,0000072616,2019-06-13 22:00:49.031,
,42124,620000711,0000631335,2019-06-13 21:56:24.138,
,42402,620001002,0000631335,2019-06-13 21:56:24.12,
,42488,620001091,0000631335,2019-06-13 21:56:24.11,
,42658,620001263,0000631335,2019-06-13 21:56:24.101,
,42789,620001394,0000631335,2019-06-13 21:56:24.094,
,42878,620001488,0000631335,2019-06-13 21:56:24.088,
,42960,620001571,0000631335,2019-06-13 21:56:24.082,
,43057,620001669,0000631335,2019-06-13 21:56:24.074,
,43145,620001753,0000631335,2019-06-13 21:56:24.062,
,43427,620002051,0000631335,2019-06-13 21:56:24.054,
,43649,620002274,0000631335,2019-06-13 21:56:24.042,
,43837,620002467,0000631335,2019-06-13 21:56:24.03,
,44034,620002668,0000631335,2019-06-13 21:56:24.018,
,42199,620000792,0000610627,2019-06-13 21:56:21.078,
,42304,620000902,0000610627,2019-06-13 21:56:21.074,
