,applicationid,applicationno,agentid,updatedate,
,45619,620004284,0000628351,2019-06-15 09:55:29.941,
,45616,620004281,0000653699,2019-06-15 09:55:26.88,
,45596,620004260,0000072616,2019-06-15 08:55:49.351,
,45595,620004258,0000528551,2019-06-15 08:55:44.803,
,45594,620004259,0000016423,2019-06-15 08:55:42.566,
,45593,620004257,0000653699,2019-06-15 08:55:41.944,
,45592,620004256,0000550175,2019-06-15 08:55:40.956,
,45591,620004255,0000635982,2019-06-15 08:55:39.567,
,45590,620004254,0000628351,2019-06-15 08:55:01.625,
,45589,620004253,0000016970,2019-06-15 08:54:48.058,
,45588,620004252,0000005057,2019-06-15 08:54:22.161,
,45587,620004251,0000628055,2019-06-15 08:53:36.929,
,45585,620004249,0000657361,2019-06-15 08:53:17.721,
,45584,620004247,0000521318,2019-06-15 08:52:44.909,
,45583,620004248,0000337497,2019-06-15 08:52:39.141,
,45579,620004245,0000093842,2019-06-15 08:52:23.484,
,45580,620004244,0000564143,2019-06-15 08:52:22.39,
,45581,620004243,0000019731,2019-06-15 08:52:20.955,
,45578,620004242,0000017627,2019-06-15 08:52:13.084,
,45577,620004241,0000027292,2019-06-15 08:52:11.091,
,45576,620004240,0000016764,2019-06-15 08:52:10.444,
,45573,620004237,0000195560,2019-06-15 08:52:05.412,
,45575,620004239,0000617126,2019-06-15 08:52:03.975,
,45574,620004238,0000617286,2019-06-15 08:52:03.85,
,45571,620004236,0000631481,2019-06-15 08:52:00.703,
,45570,620004235,0000632628,2019-06-15 08:52:00.169,
,45569,620004234,0000221584,2019-06-15 08:51:58.315,
,45568,620004232,0000618092,2019-06-15 08:51:56.341,
,45566,620004231,0000573403,2019-06-15 08:51:54.445,
,45567,620004230,0000637425,2019-06-15 08:51:54.294,
,45565,620004229,0000063555,2019-06-15 08:51:53.205,
,45564,620004228,0000550124,2019-06-15 08:51:51.565,
,45563,620004227,0000632550,2019-06-15 08:51:41.248,
,45560,620004224,0000644355,2019-06-15 08:51:35.05,
,45562,620004226,0000508962,2019-06-15 08:51:33.875,
,45561,620004225,0000642039,2019-06-15 08:51:32.732,
,45559,620004223,0000015545,2019-06-15 08:51:30.702,
,45557,620004220,0000003868,2019-06-15 08:51:28.132,
,45558,620004221,0000661322,2019-06-15 08:51:25.264,
,45556,620004222,0000656809,2019-06-15 08:51:23.853,
,45555,620004219,0000626671,2019-06-15 08:51:18.081,
,45553,620004218,0000108027,2019-06-15 08:51:12.752,
,45552,620004216,0000531336,2019-06-15 08:51:05.264,
,45551,620004215,0000694128,2019-06-15 08:51:04.531,
,45550,620004214,0000658348,2019-06-15 08:50:58.833,
,45549,620004213,0000164149,2019-06-15 08:37:21.51,
,45548,620004212,0000012552,2019-06-15 08:36:14.055,
,45547,620004211,0000006921,2019-06-15 08:30:49.287,
,45525,620004187,0000005057,2019-06-15 08:25:39.06,
,45528,620004190,0000618092,2019-06-15 08:25:35.447,
,45519,620004185,0000635982,2019-06-15 08:25:29.703,
,45499,620004162,0000564143,2019-06-15 07:25:14.518,
,45498,620004161,0000337497,2019-06-15 07:25:06.792,
,45497,620004160,0000093842,2019-06-15 07:23:44.443,
,45496,620004159,0000694128,2019-06-15 07:23:33.389,
,45495,620004158,0000195560,2019-06-15 07:23:24.784,
,45494,620004156,0000617286,2019-06-15 07:23:19.446,
,45493,620004157,0000626671,2019-06-15 07:23:17.243,
,45492,620004154,0000573403,2019-06-15 07:23:17.216,
,45491,620004155,0000063555,2019-06-15 07:23:14.549,
,45490,620004153,0000017627,2019-06-15 07:22:53.92,
,45487,620004148,0000221584,2019-06-15 07:22:15.442,
,45488,620004151,0000003868,2019-06-15 07:22:13.569,
,45486,620004149,0000006921,2019-06-15 07:22:12.069,
,45485,620004145,0000016764,2019-06-15 07:22:11.108,
,45484,620004150,0000164149,2019-06-15 07:22:07.277,
,45482,620004147,0000550175,2019-06-15 07:22:07.219,
,45480,620004144,0000661322,2019-06-15 07:22:05.212,
,45483,620004146,0000005057,2019-06-15 07:22:05.11,
,45481,620004142,0000528551,2019-06-15 07:22:04.388,
,45479,620004143,0000508962,2019-06-15 07:21:59.132,
,45475,620004138,0000632628,2019-06-15 07:21:57.487,
,45476,620004131,0000618092,2019-06-15 07:21:56.975,
,45471,620004135,0000657361,2019-06-15 07:21:54.487,
,45474,620004133,0000019731,2019-06-15 07:21:54.157,
,45472,620004136,0000531336,2019-06-15 07:21:53.788,
,45470,620004130,0000521318,2019-06-15 07:21:51.814,
,45473,620004137,0000642039,2019-06-15 07:21:50.872,
,45467,620004129,0000632550,2019-06-15 07:21:50.364,
,45468,620004132,0000628055,2019-06-15 07:21:49.007,
,45469,620004134,0000012552,2019-06-15 07:21:47.98,
,45466,620004128,0000108027,2019-06-15 07:21:39.621,
,45464,620004125,0000628351,2019-06-15 07:21:30.564,
,45465,620004127,0000653699,2019-06-15 07:21:29.18,
,45462,620004123,0000015545,2019-06-15 07:21:27.704,
,45463,620004126,0000658348,2019-06-15 07:21:26.074,
,45461,620004124,0000617126,2019-06-15 07:21:23.594,
,45460,620004122,0000027292,2019-06-15 07:21:23.045,
,45459,620004121,0000016423,2019-06-15 07:21:09.005,
,45458,620004120,0000631481,2019-06-15 07:20:59.172,
,45456,620004118,0000072616,2019-06-15 07:19:05.408,
,45455,620004117,0000016970,2019-06-15 07:18:57.118,
,45454,620004116,0000550124,2019-06-15 07:00:00.427,
,45429,620004086,0000617286,2019-06-15 06:55:32.115,
,45428,620004089,0000573403,2019-06-15 06:55:31.259,
,45426,620004087,0000656809,2019-06-15 06:55:29.932,
,45407,620004067,0000005057,2019-06-15 05:56:10.595,
,45406,620004065,0000093842,2019-06-15 05:56:10.569,
,45405,620004066,0000653699,2019-06-15 05:56:08.004,
,45403,620004064,0000626671,2019-06-15 05:56:06.793,
,45402,620004062,0000006921,2019-06-15 05:56:05.671,
,45404,620004063,0000573403,2019-06-15 05:56:05.451,
,45401,620004060,0000016764,2019-06-15 05:56:02.226,
,45400,620004061,0000531336,2019-06-15 05:56:01.172,
,45399,620004059,0000637425,2019-06-15 05:54:51.264,
,45398,620004058,0000635982,2019-06-15 05:54:21.323,
,45396,620004056,0000017627,2019-06-15 05:53:59.492,
,45395,620004054,0000644355,2019-06-15 05:53:42.477,
,45394,620004055,0000195560,2019-06-15 05:53:39.249,
,45393,620004053,0000550175,2019-06-15 05:53:16.398,
,45392,620004052,0000617286,2019-06-15 05:52:46.411,
,45389,620004050,0000063555,2019-06-15 05:52:42.41,
,45388,620004049,0000108027,2019-06-15 05:52:41.868,
,45390,620004051,0000027292,2019-06-15 05:52:40.715,
,45386,620004048,0000632628,2019-06-15 05:52:39.341,
,45387,620004046,0000564143,2019-06-15 05:52:37.171,
,45385,620004045,0000658348,2019-06-15 05:52:34.542,
,45384,620004044,0000164149,2019-06-15 05:52:26.346,
,45383,620004043,0000003868,2019-06-15 05:52:25.857,
,45382,620004041,0000012552,2019-06-15 05:52:23.3,
,45379,620004040,0000521318,2019-06-15 05:52:21.856,
,45380,620004039,0000550124,2019-06-15 05:52:21.566,
,45381,620004042,0000628055,2019-06-15 05:52:21.155,
,45378,620004035,0000337497,2019-06-15 05:52:20.526,
,45376,620004037,0000016423,2019-06-15 05:52:18.909,
,45377,620004038,0000617126,2019-06-15 05:52:18.445,
,45373,620004034,0000657361,2019-06-15 05:52:15.157,
,45375,620004033,0000628351,2019-06-15 05:52:14.679,
,45372,620004032,0000661322,2019-06-15 05:52:10.41,
,45371,620004028,0000015545,2019-06-15 05:52:09.35,
,45369,620004029,0000631481,2019-06-15 05:52:05.782,
,45370,620004031,0000694128,2019-06-15 05:52:05.551,
,45368,620004030,0000528551,2019-06-15 05:52:02.195,
,45367,620004026,0000508962,2019-06-15 05:51:59.451,
,45364,620004024,0000632550,2019-06-15 05:51:53.65,
,45365,620004027,0000221584,2019-06-15 05:51:53.433,
,45363,620004023,0000642039,2019-06-15 05:51:49.636,
,45362,620004022,0000656809,2019-06-15 05:51:49.074,
,45361,620004021,0000016970,2019-06-15 05:51:14.699,
,45360,620004020,0000072616,2019-06-15 05:38:04.853,
,45359,620004019,0000618092,2019-06-15 05:31:08.182,
,45329,620003987,0000628351,2019-06-15 05:25:44.221,
,45324,620003983,0000632628,2019-06-15 05:25:33.679,
,45322,620003984,0000632550,2019-06-15 05:25:32.369,
,45310,620003968,0000626671,2019-06-15 04:25:39.923,
,45309,620003970,0000653699,2019-06-15 04:25:38.693,
,45308,620003969,0000027292,2019-06-15 04:25:33.979,
,45307,620003967,0000006921,2019-06-15 04:25:28.646,
,45306,620003966,0000694128,2019-06-15 04:25:19.118,
,45305,620003965,0000632628,2019-06-15 04:23:28.923,
,45304,620003964,0000003868,2019-06-15 04:23:27.53,
,45303,620003963,0000573403,2019-06-15 04:23:21.663,
,45302,620003962,0000063555,2019-06-15 04:23:11.465,
,45300,620003960,0000016423,2019-06-15 04:22:57.27,
,45299,620003959,0000072616,2019-06-15 04:22:37.373,
,45298,620003958,0000550124,2019-06-15 04:22:30.925,
,45297,620003957,0000508962,2019-06-15 04:22:28.04,
,45295,620003955,0000015545,2019-06-15 04:22:24.046,
,45296,620003956,0000617126,2019-06-15 04:22:21.563,
,45293,620003953,0000108027,2019-06-15 04:22:18.928,
,45294,620003954,0000528551,2019-06-15 04:22:16.964,
,45292,620003952,0000531336,2019-06-15 04:22:12.826,
,45288,620003948,0000628351,2019-06-15 04:22:10.04,
,45289,620003950,0000093842,2019-06-15 04:22:10.021,
,45291,620003945,0000661322,2019-06-15 04:22:09.337,
,45290,620003949,0000658348,2019-06-15 04:22:09.337,
,45287,620003947,0000012552,2019-06-15 04:22:08.751,
,45286,620003946,0000618092,2019-06-15 04:22:07.761,
,45285,620003942,0000337497,2019-06-15 04:22:04.873,
,45284,620003944,0000564143,2019-06-15 04:22:03.861,
,45283,620003941,0000019731,2019-06-15 04:21:58.529,
,45281,620003939,0000221584,2019-06-15 04:21:54.742,
,45282,620003943,0000642039,2019-06-15 04:21:54.407,
,45278,620003937,0000521318,2019-06-15 04:21:52.654,
,45277,620003933,0000550175,2019-06-15 04:21:51.39,
,45279,620003938,0000644355,2019-06-15 04:21:50.182,
,45275,620003936,0000016970,2019-06-15 04:21:49.786,
,45276,620003935,0000617286,2019-06-15 04:21:49.001,
,45273,620003932,0000628055,2019-06-15 04:21:43.758,
,45274,620003934,0000195560,2019-06-15 04:21:43.559,
,45272,620003931,0000637425,2019-06-15 04:21:38.401,
,45271,620003930,0000632550,2019-06-15 04:21:35.417,
,45269,620003928,0000005057,2019-06-15 04:21:25.538,
,45267,620003926,0000657361,2019-06-15 04:21:22.753,
,45268,620003927,0000016764,2019-06-15 04:21:22.019,
,45266,620003925,0000635982,2019-06-15 04:07:14.111,
,45265,620003924,0000164149,2019-06-15 04:03:40.589,
,45264,620003923,0000017627,2019-06-15 04:01:10.37,
,45245,620003904,0000632628,2019-06-15 03:55:47.564,
,45240,620003897,0000694128,2019-06-15 03:55:34.965,
,45237,620003894,0000521318,2019-06-15 03:55:33.253,
,45216,620003873,0000618092,2019-06-15 02:55:31.481,
,45215,620003875,0000653699,2019-06-15 02:55:31.458,
,45213,620003872,0000550124,2019-06-15 02:55:30.109,
,45214,620003874,0000195560,2019-06-15 02:55:28.154,
,45212,620003871,0000661322,2019-06-15 02:55:25.588,
,45211,620003870,0000635982,2019-06-15 02:55:22.454,
,45210,620003869,0000093842,2019-06-15 02:54:14.194,
,45209,620003868,0000063555,2019-06-15 02:53:52.915,
,45208,620003867,0000617126,2019-06-15 02:53:30.758,
,45207,620003866,0000337497,2019-06-15 02:53:17.581,
,45205,620003863,0000531336,2019-06-15 02:52:53.914,
,45204,620003864,0000694128,2019-06-15 02:52:52.19,
,45203,620003862,0000017627,2019-06-15 02:52:43.636,
,45202,620003861,0000628351,2019-06-15 02:52:17.081,
,45200,620003859,0000644355,2019-06-15 02:52:15.124,
,45199,620003857,0000508962,2019-06-15 02:52:13.474,
,45201,620003860,0000016423,2019-06-15 02:52:12.314,
,45198,620003858,0000637425,2019-06-15 02:52:09.099,
,45194,620003851,0000550175,2019-06-15 02:52:07.126,
,45195,620003855,0000656809,2019-06-15 02:52:07.037,
,45193,620003847,0000521318,2019-06-15 02:52:05.751,
,45196,620003856,0000005057,2019-06-15 02:52:05.082,
,45192,620003849,0000658348,2019-06-15 02:52:04.529,
,45190,620003852,0000164149,2019-06-15 02:52:01.511,
,45191,620003853,0000617286,2019-06-15 02:51:59.641,
,45189,620003850,0000012552,2019-06-15 02:51:58.446,
,45188,620003848,0000628055,2019-06-15 02:51:54.51,
,45186,620003844,0000015545,2019-06-15 02:51:53.466,
,45185,620003846,0000631481,2019-06-15 02:51:49.727,
,45184,620003843,0000657361,2019-06-15 02:51:47.142,
,45183,620003842,0000108027,2019-06-15 02:51:46.387,
,45182,620003840,0000221584,2019-06-15 02:51:43.542,
,45179,620003839,0000528551,2019-06-15 02:51:40.492,
,45181,620003838,0000632628,2019-06-15 02:51:39.933,
,45178,620003837,0000632550,2019-06-15 02:51:35,
,45175,620003834,0000626671,2019-06-15 02:51:31.206,
,45176,620003836,0000006921,2019-06-15 02:51:30.673,
,45177,620003835,0000642039,2019-06-15 02:51:29.07,
,45173,620003832,0000072616,2019-06-15 02:51:25.957,
,45174,620003833,0000027292,2019-06-15 02:51:23.098,
,45171,620003831,0000003868,2019-06-15 02:51:20.194,
,45172,620003830,0000016970,2019-06-15 02:51:18.257,
,45170,620003829,0000573403,2019-06-15 02:51:14.653,
,45169,620003828,0000564143,2019-06-15 02:51:05.1,
,45168,620003827,0000016764,2019-06-15 02:37:25.156,
,45167,620003826,0000019731,2019-06-15 02:31:11.268,
,45139,620003797,0000657361,2019-06-15 02:25:32.488,
,45136,620003795,0000637425,2019-06-15 02:25:28.596,
,45138,620003799,0000195560,2019-06-15 02:25:26.274,
,45118,620003775,0000012552,2019-06-14 23:55:40.102,
,45117,620003777,0000635982,2019-06-14 23:55:39.304,
,45116,620003776,0000626671,2019-06-14 23:55:33.733,
,45115,620003774,0000632550,2019-06-14 23:54:26.072,
,45114,620003773,0000656809,2019-06-14 23:54:22.624,
,45113,620003772,0000631481,2019-06-14 23:53:42.779,
,45111,620003770,0000653699,2019-06-14 23:53:36.679,
,45112,620003771,0000337497,2019-06-14 23:53:36.146,
,45110,620003769,0000016423,2019-06-14 23:53:33.147,
,45109,620003768,0000632628,2019-06-14 23:53:28.046,
,45108,620003767,0000564143,2019-06-14 23:53:17.662,
,45106,620003765,0000637425,2019-06-14 23:52:58.401,
,45105,620003764,0000005057,2019-06-14 23:52:32.539,
,45103,620003761,0000618092,2019-06-14 23:52:29.041,
,45102,620003762,0000642039,2019-06-14 23:52:27.651,
,45104,620003763,0000164149,2019-06-14 23:52:27.531,
,45101,620003760,0000550124,2019-06-14 23:52:23.038,
,45100,620003759,0000015545,2019-06-14 23:52:21.398,
,45098,620003756,0000628351,2019-06-14 23:52:18.177,
,45096,620003748,0000063555,2019-06-14 23:52:15.873,
,45099,620003758,0000195560,2019-06-14 23:52:15.683,
,45094,620003754,0000093842,2019-06-14 23:52:15.05,
,45097,620003757,0000221584,2019-06-14 23:52:13.751,
,45095,620003753,0000508962,2019-06-14 23:52:12.051,
,45092,620003746,0000017627,2019-06-14 23:52:08.894,
,45091,620003750,0000531336,2019-06-14 23:52:08.795,
,45093,620003752,0000019731,2019-06-14 23:52:07.496,
,45089,620003747,0000661322,2019-06-14 23:52:06.958,
,45090,620003751,0000694128,2019-06-14 23:52:04.274,
,45088,620003749,0000658348,2019-06-14 23:52:03.569,
,45087,620003743,0000003868,2019-06-14 23:52:01.845,
,45086,620003744,0000573403,2019-06-14 23:52:01.246,
,45085,620003745,0000657361,2019-06-14 23:52:01.156,
,45083,620003741,0000644355,2019-06-14 23:51:58.456,
,45082,620003740,0000628055,2019-06-14 23:51:55.596,
,45080,620003737,0000521318,2019-06-14 23:51:48.068,
,45081,620003739,0000072616,2019-06-14 23:51:46.929,
,45079,620003738,0000108027,2019-06-14 23:51:45.489,
,45078,620003736,0000006921,2019-06-14 23:51:39.682,
,45077,620003734,0000027292,2019-06-14 23:51:38.712,
,45075,620003733,0000528551,2019-06-14 23:51:37.278,
,45073,620003732,0000016764,2019-06-14 23:51:03.325,
,45072,620003730,0000617286,2019-06-14 23:51:02.639,
,45074,620003731,0000550175,2019-06-14 23:51:01.158,
,45071,620003729,0000016970,2019-06-14 23:37:49.723,
,45070,620003728,0000617126,2019-06-14 23:30:12.779,
,45048,620003704,0000653699,2019-06-14 23:25:39.883,
,45043,620003702,0000635982,2019-06-14 23:25:34.047,
,45042,620003700,0000164149,2019-06-14 23:25:33.949,
,45021,620003676,0000631481,2019-06-14 22:25:56.624,
,45020,620003679,0000531336,2019-06-14 22:25:56.221,
,45019,620003678,0000564143,2019-06-14 22:25:53.794,
,45018,620003677,0000015545,2019-06-14 22:25:52.47,
,45017,620003675,0000628055,2019-06-14 22:25:51.07,
,45016,620003674,0000017627,2019-06-14 22:25:39.213,
,45015,620003672,0000108027,2019-06-14 22:24:44.803,
,45014,620003673,0000550124,2019-06-14 22:24:44.273,
,45013,620003671,0000632550,2019-06-14 22:24:20.126,
,45011,620003669,0000626671,2019-06-14 22:23:54.491,
,45010,620003668,0000573403,2019-06-14 22:23:29.123,
,45009,620003667,0000521318,2019-06-14 22:23:23.408,
,45008,620003666,0000063555,2019-06-14 22:23:21.58,
,45007,620003665,0000628351,2019-06-14 22:23:07.368,
,45006,620003664,0000637425,2019-06-14 22:22:42.657,
,45002,620003662,0000658348,2019-06-14 22:22:23.328,
,45003,620003661,0000657361,2019-06-14 22:22:22.135,
,45005,620003663,0000003868,2019-06-14 22:22:22.025,
,45001,620003660,0000337497,2019-06-14 22:22:20.704,
,45000,620003657,0000653699,2019-06-14 22:22:17.87,
,44999,620003658,0000016970,2019-06-14 22:22:15.035,
,44998,620003656,0000644355,2019-06-14 22:22:15.03,
,44995,620003653,0000019731,2019-06-14 22:22:13.39,
,44996,620003655,0000528551,2019-06-14 22:22:12.935,
,44994,620003652,0000072616,2019-06-14 22:22:10.88,
,44997,620003654,0000550175,2019-06-14 22:22:10.706,
,44993,620003651,0000508962,2019-06-14 22:22:07.939,
,44991,620003649,0000012552,2019-06-14 22:22:07.544,
,44990,620003646,0000617286,2019-06-14 22:22:07.496,
,44992,620003650,0000195560,2019-06-14 22:22:04.473,
,44987,620003645,0000632628,2019-06-14 22:21:59.79,
,44986,620003643,0000694128,2019-06-14 22:21:58.229,
,44984,620003640,0000656809,2019-06-14 22:21:55.339,
,44983,620003642,0000642039,2019-06-14 22:21:54.115,
,44981,620003638,0000093842,2019-06-14 22:21:52.848,
,44985,620003644,0000635982,2019-06-14 22:21:52.66,
,44982,620003639,0000618092,2019-06-14 22:21:49.477,
,44980,620003637,0000016423,2019-06-14 22:21:39.964,
,44979,620003636,0000164149,2019-06-14 22:21:38.07,
,44978,620003635,0000221584,2019-06-14 22:21:35.034,
,44977,620003633,0000016764,2019-06-14 22:21:28.655,
,44976,620003634,0000617126,2019-06-14 22:21:23.759,
,44975,620003632,0000027292,2019-06-14 22:07:17.226,
,44974,620003631,0000661322,2019-06-14 22:06:38.564,
,44973,620003630,0000005057,2019-06-14 22:00:46.764,
,44945,620003596,0000108027,2019-06-14 21:55:37.041,
,44944,620003602,0000521318,2019-06-14 21:55:37.02,
,44940,620003598,0000618092,2019-06-14 21:55:27.893,
,44925,620003581,0000063555,2019-06-14 20:55:28.439,
,44924,620003580,0000003868,2019-06-14 20:55:26.967,
,44923,620003579,0000635982,2019-06-14 20:55:19.4,
,44921,620003578,0000016764,2019-06-14 20:55:02.468,
,44922,620003577,0000656809,2019-06-14 20:54:59.42,
,44920,620003576,0000108027,2019-06-14 20:54:52.053,
,44918,620003574,0000626671,2019-06-14 20:54:35.479,
,44917,620003573,0000658348,2019-06-14 20:54:33.922,
,44919,620003575,0000653699,2019-06-14 20:54:32.307,
,44915,620003571,0000628055,2019-06-14 20:53:43.677,
,44914,620003570,0000644355,2019-06-14 20:53:42.66,
,44913,620003569,0000550124,2019-06-14 20:52:55.714,
,44912,620003567,0000637425,2019-06-14 20:52:38.925,
,44910,620003568,0000195560,2019-06-14 20:52:38.644,
,44909,620003565,0000006921,2019-06-14 20:52:37.478,
,44911,620003566,0000528551,2019-06-14 20:52:37.109,
,44907,620003561,0000632550,2019-06-14 20:52:34.839,
,44908,620003564,0000661322,2019-06-14 20:52:33.869,
,44906,620003562,0000642039,2019-06-14 20:52:32.529,
,44904,620003559,0000012552,2019-06-14 20:52:26.98,
,44902,620003557,0000015545,2019-06-14 20:52:22.77,
,44903,620003558,0000016970,2019-06-14 20:52:22.207,
,44901,620003556,0000016423,2019-06-14 20:52:20.676,
,44899,620003553,0000632628,2019-06-14 20:52:19.906,
,44898,620003554,0000017627,2019-06-14 20:52:19.658,
,44900,620003555,0000564143,2019-06-14 20:52:18.738,
,44894,620003549,0000631481,2019-06-14 20:52:14.838,
,44897,620003550,0000093842,2019-06-14 20:52:11.581,
,44895,620003552,0000573403,2019-06-14 20:52:10.769,
,44893,620003548,0000072616,2019-06-14 20:52:10.05,
,44892,620003547,0000617286,2019-06-14 20:52:02.281,
,44891,620003545,0000027292,2019-06-14 20:51:56.487,
,44890,620003546,0000657361,2019-06-14 20:51:55.786,
,44889,620003544,0000508962,2019-06-14 20:51:52.357,
,44887,620003543,0000521318,2019-06-14 20:51:52.087,
,44888,620003542,0000337497,2019-06-14 20:51:49.258,
